	freebase_ids	nominations
24147	/m/0gdnl8p	
24148	/m/0jb4jdx	
24149	/m/0cgl1q	
24150	/m/016v92	
24151	/m/07s4fmr	
24152	/m/0k0mz_9	
24153	/m/0jdnwpk	
24154	/m/034g2b	
24155	/m/04h1c5	
24156	/m/0gbzx2b	
24157	/m/0gbxsvb	
24158	/m/0k3kf2	
24159	/m/0bggvc3	
24160	/m/0k6lj5k	
24161	/m/0404nj4	
24162	/m/0j71344	
24163	/m/0hjwjy5	
24164	/m/0jdnptm	
24165	/m/0jt3rs	
24166	/m/02wzbb7	
24167	/m/0gb_m28	
24168	/m/0bzyhz2	
24169	/m/0n4dtn0	
24170	/m/03hzkq	
24171	/m/0ktct1	
24172	/m/07kfs8	
24173	/m/0gcxwwm	
24174	/m/099jvj	
24175	/m/0j7135s	
24176	/m/0gbzjkw	
24177	/m/02psn8d	
24178	/m/04cssvr	
24179	/m/0jdr9zn	
24180	/m/0bth273	
24181	/m/0bv9xmw	
24182	/m/0gby1tc	
24183	/m/0gcjttd	
24184	/m/03c1x3t	
24185	/m/066nq7g	
24186	/m/0by1svd	
24187	/m/03d9tl	
24188	/m/0gjdsy0	
24189	/m/01jw1	
24190	/m/03g_8fl	
24191	/m/0gckn2x	
24192	/m/0gc6d2j	
24193	/m/0gvv01m	
24194	/m/02x4n_0	
24195	/m/0h6dsf2	
24196	/m/0jb4gfq	
24197	/m/01l28h8	
24198	/m/0k6lfzy	
24199	/m/0gb_d_c	
24200	/m/03sww	NAACP Image Award for Outstanding Actor in a Drama Series,NAACP Image Award for Outstanding Supporting Actor in a Drama Series,MTV Video Music Award for Best Rap Video,MTV Video Music Award for Best Rap Video,MTV Movie Award for Best Breakthrough Performance,MTV Video Music Award for Best Video from a Film,Grammy Award for Best Rap Solo Performance,Grammy Award for Best Rap Performance by a Duo or Group,NAACP Image Award for Outstanding Supporting Actor in a Drama Series,NAACP Image Award for Outstanding Supporting Actor in a Drama Series,NAACP Image Award for Outstanding Supporting Actor in a Drama Series
24201	/m/06dt5m	Daytime Emmy Award for Outstanding Talk Show Host,Daytime Emmy Award for Outstanding Talk Show Host,Daytime Emmy Award for Outstanding Talk Show Host,Daytime Emmy Award for Outstanding Talk Show Host
24202	/m/0bv1hp	European Film Award for Best Comedy
24203	/m/035sy9	Daytime Emmy Award for Outstanding Children's Series
24204	/m/051yswp	Bavarian TV Awards,Austrian Film Award for Best Actor
24205	/m/04mhxx	Academy Award for Best Supporting Actress
24206	/m/039wsf	Academy Award for Best Supporting Actress,Academy Award for Best Supporting Actress,Academy Award for Best Supporting Actress,Academy Award for Best Supporting Actress
24207	/m/01rs5p	Academy Award for Best Supporting Actress,Tony Award for Best Actress in a Play,Tony Award for Best Actress in a Play,Tony Award for Best Featured Actress in a Play
24208	/m/01742l	Academy Award for Best Actress
24209	/m/01dcvr	Tony Award for Best Actress in a Musical
24210	/m/0413xf	Asian Film Award for Best Actress,Asian Film Award for Best Supporting Actress,Asian Film Award for Best Supporting Actress
24211	/m/0cn6tz	Satellite Award for Best Actress – Miniseries or Television Film
24212	/m/026wknl	
24213	/m/0gdk0tj	
24214	/m/04bdlw	
24215	/m/0gdl1vv	
24216	/m/02b8qs	
24217	/m/04klk05	
24218	/m/0266r6h	
24219	/m/0gm12jl	
24220	/m/065_fd5	
24221	/m/032nl2	
24222	/m/01n7qlf	
24223	/m/059pyw	
24224	/m/0fpdqcx	
24225	/m/091yzk	
24226	/m/0cm4ppq	
24227	/m/06t49s	
24228	/m/03ctl74	
24229	/m/0n4dtmf	
24230	/m/0806l4	
24231	/m/025vm8d	
24232	/m/064rp0	
24233	/m/02qgq_z	
24234	/m/04klk22	
24235	/m/0gc4mfw	
24236	/m/0n4dtkc	
24237	/m/0n4dtkr	
24238	/m/0k3n1l	
24239	/m/0k3n1s	
24240	/m/0bv8tr	
24241	/m/039mzr	
24242	/m/0ldhrs_	
24243	/m/07w411m	
24244	/m/04klk1j	
24245	/m/03457d	
24246	/m/027f7wn	
24247	/m/0bdv7f2	
24248	/m/02q1p0l	
24249	/m/034047	
24250	/m/05gtf3	
24251	/m/03c8cfg	
24252	/m/0cjzpm	
24253	/m/0cm4ppc	
24254	/m/03xpts3	
24255	/m/0j_y_y	
24256	/m/03h5yy7	
24257	/m/06_3nl	
24258	/m/0k3n0v	
24259	/m/027z0b6	
24260	/m/08zpnw5	
24261	/m/04kljxt	
24262	/m/0gcyzp2	
24263	/m/02q9_x2	
24264	/m/0gc3znp	
24265	/m/02ry2qn	
24266	/m/04kljx7	
24267	/m/05sz_fk	
24268	/m/0gb_3_2	
24269	/m/027rphj	
24270	/m/0cm4pqd	
24271	/m/03x63f	
24272	/m/0fdkhv	
24273	/m/0gm1_q4	
24274	/m/048s0r	
24275	/m/0gc406k	
24276	/m/0bsykp	
24277	/m/0gcgx4q	
24278	/m/084y31	
24279	/m/0gcxnfs	
24280	/m/01wgth3	
24281	/m/073gk0	
24282	/m/0ldhrtl	
24283	/m/0gcf17z	
24284	/m/0gc4fsp	
24285	/m/0gdl2tw	
24286	/m/03j3rmy	
24287	/m/04jqhw	
24288	/m/01v81qn	
24289	/m/0hpr7vw	
24290	/m/0gc2lj	
24291	/m/066l_v	
24292	/m/04ld64w	
24293	/m/02rd0tf	
24294	/m/04gvcy1	
24295	/m/08xfml	
24296	/m/04klk2n	
24297	/m/0gc0k7k	
24298	/m/07xnkg	
24299	/m/02wz6bn	
24300	/m/02qptzd	
24301	/m/01w1kkw	
24302	/m/0b0_kp	
24303	/m/0chb2p	
24304	/m/017g21	
24305	/m/027bnfx	
24306	/m/0d2d7r	
24307	/m/06jkqn	
24308	/m/0gxn3kd	
24309	/m/06r3kl	
24310	/m/0fpp9d	
24311	/m/0n4dtjs	
24312	/m/0hpr7w6	
24313	/m/0cm4pq1	
24314	/m/01vw917	
24315	/m/025s4pg	
24316	/m/08l9m9	
24317	/m/0gdkbwk	
24318	/m/0ch9pww	
24319	/m/0gb_zn9	
24320	/m/03mbl77	
24321	/m/04klj_m	
24322	/m/01jz3tw	
24323	/m/0hh6y26	
24324	/m/02q1kf0	
24325	/m/0k0c13	
24326	/m/04lg58q	
24327	/m/0b_8_jp	
24328	/m/0n4dtnd	
24329	/m/02pp5r3	
24330	/m/04klk0r	
24331	/m/02q173g	
24332	/m/026fhxh	
24333	/m/0dj2nnb	
24334	/m/03hnw5q	
24335	/m/09z9w8	
24336	/m/035twk	
24337	/m/03d3jn2	
24338	/m/09y3fy	
24339	/m/01jrbc1	
24340	/m/0521pcy	
24341	/m/0gc42n6	
24342	/m/0gc6j0n	
24343	/m/02z27y8	
24344	/m/0bjl9c	
24345	/m/03mhzf	
24346	/m/04638_4	
24347	/m/06w7w1	
24348	/m/01tpzhj	
24349	/m/0bq94p	
24350	/m/03_jy4	
24351	/m/04bdp1	
24352	/m/0f__w4	
24353	/m/05mv29s	
24354	/m/0k3n16	
24355	/m/0gbz441	
24356	/m/0c5xwg	
24357	/m/04mw9nt	
24358	/m/0jysqtq	
24359	/m/03nm12	
24360	/m/068qjm	
24361	/m/09gd0v3	
24362	/m/0gc3hgk	
24363	/m/03qhd1r	
24364	/m/0jyskkv	
24365	/m/05zb_r	
24366	/m/03qkkmj	
24367	/m/01q8vl	
24368	/m/0gc81wv	
24369	/m/06f05m	
24370	/m/0b7nml	
24371	/m/02z8lp5	
24372	/m/0k3n1d	
24373	/m/02_5vh	
24374	/m/0gc3n1c	
24375	/m/04kljyt	
24376	/m/07kfj8	
24377	/m/0608p9	
24378	/m/02z06xd	
24379	/m/0cq3_r	
24380	/m/0cm4pqr	
24381	/m/0270yjx	
24382	/m/03wgsbv	
24383	/m/02qftrx	
24384	/m/0806vbn	
24385	/m/0dzzrp	
24386	/m/0cm4pr2	
24387	/m/0281lp	
24388	/m/0gc6hc7	
24389	/m/0gvnzvl	
24390	/m/0b7chk	
24391	/m/04q9wc	
24392	/m/0g0d_8	
24393	/m/0k3n10	
24394	/m/0cq5th	
24395	/m/05gkz1	
24396	/m/0cz97r4	
24397	/m/0gc1m4t	
24398	/m/02p7x0	
24399	/m/03cmh3f	
24400	/m/05525t	NAACP Image Award for Outstanding Actor in a Drama Series,NAACP Image Award for Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special,NAACP Image Award for Outstanding Supporting Actor in a Motion Picture,NAACP Image Award for Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special,NAACP Image Award for Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special
24401	/m/026s_yn	Tony Award for Best Actor in a Play,Tony Award for Best Actor in a Play,Tony Award for Best Actor in a Play,Tony Award for Best Featured Actor in a Play
24402	/m/02kt5n	MTV Europe Music Award for Best Female,MTV Europe Music Award for Best Female,MTV Video Music Award for Best Visual Effects,MTV Video Music Award for Best New Artist,MTV Video Music Award for Best Female Video,MTV Video Music Award for Best Female Video,Grammy Award for Best New Artist,BRIT Award for International Female Solo Artist,BRIT Award for International Female Solo Artist,Brit Award for British Video of the Year
24403	/m/0bhbg0w	Academy Award for Best Writing, Original Screenplay,Academy Award for Best Director,Academy Award for Best Writing, Adapted Screenplay
24404	/m/01g23m	Academy Award for Best Supporting Actress
24405	/m/01r7pq	Golden Globe Award for Best Actress in a Motion Picture – Musical or Comedy,Grammy Award for Best New Artist,BAFTA Award for Best Original Song
24406	/m/06frb1	Tony Award for Best Actress in a Musical
24407	/m/0cgrzm	Tony Award for Best Featured Actress in a Musical
24408	/m/0gc0wjq	
24409	/m/0b_sm09	
24410	/m/0dt1ds	
24411	/m/0bnmq1b	
24412	/m/0f13byh	
24413	/m/03h0hg6	
24414	/m/04ns7v8	
24415	/m/07zr76h	
24416	/m/0gby955	
24417	/m/0cljb0	
24418	/m/0n4h85h	
24419	/m/0gc2l80	
24420	/m/0gcxw4h	
24421	/m/0bv_9z2	
24422	/m/01ynp5	
24423	/m/027l_w5	
24424	/m/012wy9	
24425	/m/08mnb_	
24426	/m/0bnmq2x	
24427	/m/0jb9v44	
24428	/m/067bln	
24429	/m/0bwj_5_	
24430	/m/0n4h9jd	
24431	/m/0gcw_56	
24432	/m/05bvnv	
24433	/m/07h0r3	
24434	/m/0k3xn8	
24435	/m/0gcfvrh	
24436	/m/0f13bvr	
24437	/m/0gc2bns	
24438	/m/0gcw_6k	
24439	/m/06pzts	
24440	/m/0dsv7p	
24441	/m/0gb5yk5	
24442	/m/0k3xng	
24443	/m/03y9k62	
24444	/m/0n4h8fy	
24445	/m/06w3t4r	
24446	/m/026wcdv	
24447	/m/0h1myb	
24448	/m/06zcrs	
24449	/m/0ft5f8	
24450	/m/01fwh3	
24451	/m/0gcxpj_	
24452	/m/0fpdgvx	
24453	/m/0gc3v0n	
24454	/m/03gqlp1	
24455	/m/0k6s8g	
24456	/m/04vpxr	
24457	/m/027dyr7	
24458	/m/0gby00z	
24459	/m/0gb5yjm	
24460	/m/07k6vl	
24461	/m/07zqfcp	
24462	/m/0fpdgv1	
24463	/m/03_x22	
24464	/m/07998x	
24465	/m/042wq33	
24466	/m/05vzd7	
24467	/m/0f3y0f	
24468	/m/0bbv5cj	
24469	/m/0n4h7qt	
24470	/m/01w9jh4	
24471	/m/0h3gq7	
24472	/m/0bcxkb2	
24473	/m/0n4h9wf	
24474	/m/0h59nv	
24475	/m/0284_m5	
24476	/m/0gc4xmx	
24477	/m/0fpdgw7	
24478	/m/08t5xn	
24479	/m/0gcw_5q	
24480	/m/04twmk	
24481	/m/049h3h6	
24482	/m/083w1l	
24483	/m/03d8bw6	
24484	/m/0gcy8k6	
24485	/m/0b_sl_v	
24486	/m/05n_7x3	
24487	/m/0djx6t4	
24488	/m/07r9dm3	
24489	/m/0bnmq3n	
24490	/m/0bv_9zs	
24491	/m/0bnmq35	
24492	/m/04n4jr5	
24493	/m/05b_hxf	
24494	/m/05fllm	
24495	/m/03yczny	
24496	/m/05b5qn_	
24497	/m/02wvp8h	
24498	/m/08b826	
24499	/m/0270fnx	
24500	/m/0bs075w	
24501	/m/0bbx0nc	
24502	/m/03cxsvl	
24503	/m/0cp011p	
24504	/m/0cm8r3l	
24505	/m/0gcw_66	
24506	/m/07zmxpx	
24507	/m/0gc5w02	
24508	/m/05v74t7	
24509	/m/0gczkx4	
24510	/m/0gcw_46	
24511	/m/027wtxb	
24512	/m/0gby97n	
24513	/m/09gpv2v	
24514	/m/0f13bxk	
24515	/m/0gb5yl9	
24516	/m/0bv_9zd	
24517	/m/0255nz	
24518	/m/04f4br7	
24519	/m/0gcg0kt	
24520	/m/0bv_9yb	
24521	/m/0bnnrbx	
24522	/m/0gc79t3	
24523	/m/0h816qc	
24524	/m/027t_d5	
24525	/m/0bnmq3c	
24526	/m/047gbxn	
24527	/m/066323	
24528	/m/0n4hb70	
24529	/m/0289nx	
24530	/m/0jb9tfg	
24531	/m/0b82gx	
24532	/m/05wty0	
24533	/m/0bnnrcf	
24534	/m/04jfgy	
24535	/m/0cc5msd	
24536	/m/04lf8yq	
24537	/m/0gc3rly	
24538	/m/0bv_9x_	
24539	/m/04_5dlw	
24540	/m/0gc2_p9	
24541	/m/08yx9q	
24542	/m/047q6x6	
24543	/m/0c1n4_r	
24544	/m/0n4h8tv	
24545	/m/027cmh5	
24546	/m/0hhq6tc	
24547	/m/0bl1h9	
24548	/m/03gnwbg	
24549	/m/02qjygb	
24550	/m/0gb5ym7	
24551	/m/0bt_bsx	
24552	/m/0fpwk6q	
24553	/m/0ch44j1	
24554	/m/027c7h7	
24555	/m/04sx2vn	
24556	/m/0gcw_4q	
24557	/m/0fpf7v1	
24558	/m/05bd_4t	
24559	/m/0k6tmk	
24560	/m/03d2_r4	
24561	/m/07zr777	
24562	/m/0gc5q1p	
24563	/m/05c3bhk	
24564	/m/0bnmq3v	
24565	/m/06zcrwk	
24566	/m/0gdk5gv	
24567	/m/0b_sl_m	
24568	/m/0gc8lcm	
24569	/m/091f9c	
24570	/m/0c6bqt	
24571	/m/0jb9v36	
24572	/m/0gbztsm	
24573	/m/026rspr	
24574	/m/0b_sm02	
24575	/m/099v7l	
24576	/m/0gb5ykr	
24577	/m/043npdy	
24578	/m/05j7cs	
24579	/m/0bv_9_4	
24580	/m/013ylm	
24581	/m/07scbt	
24582	/m/0bnnrbj	
24583	/m/0gc4gm3	
24584	/m/02z39rj	
24585	/m/0ky6w	
24586	/m/0gbxml1	
24587	/m/03lgs2	
24588	/m/04m081	
24589	/m/0gc06l	
24590	/m/085sc3	
24591	/m/0f6ykx	
24592	/m/08ntzt	
24593	/m/0gc7vf9	
24594	/m/0bnmq14	
24595	/m/073qyd	
24596	/m/0fgtxd	
24597	/m/07b717	
24598	/m/02x0hx1	
24599	/m/0h816q0	
24600	/m/0bsb4j	Academy Award for Best Writing, Original Screenplay,Academy Award for Best Picture,Academy Award for Best Writing, Adapted Screenplay
24601	/m/0cz6mz	Academy Award for Best Writing, Original Screenplay,Academy Award for Best Writing, Original Screenplay
24602	/m/01k2rx	Golden Raspberry Award for Worst Original Song
24603	/m/015qq1	Academy Award for Best Actor
24604	/m/03d6k8m	Academy Award for Best Actor
24605	/m/09kzp7	Tony Award for Best Actor in a Play
24606	/m/04x_m0	Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Asian Film Award for Best Actress
24607	/m/0977q	British Academy Television Award for Best Actor,AACTA Award for Best Actor in a Supporting Role,Laurence Olivier Award for Actor of the Year in a Revival,Laurence Olivier Award for Best Performance in a Supporting Role
24608	/m/0b_n9pf	
24609	/m/03bx_jy	
24610	/m/0g4krqd	
24611	/m/0jzzb_	
24612	/m/0cmcx5k	
24613	/m/06w5w16	
24614	/m/01v9l67	
24615	/m/0jslzj1	
24616	/m/0gchblh	
24617	/m/05c4_6k	
24618	/m/0jwk_z8	
24619	/m/0j3xvkj	
24620	/m/04myfc8	
24621	/m/0jn79r6	
24622	/m/0bxjrd8	
24623	/m/0bhgnvh	
24624	/m/02px3w3	
24625	/m/0bbbp78	
24626	/m/0b_n9pw	
24627	/m/0jsm799	
24628	/m/0jn79ng	
24629	/m/02pnwmf	
24630	/m/03hmvs3	
24631	/m/0jsm6yz	
24632	/m/027rhrj	
24633	/m/0j3xvlm	
24634	/m/0jn79q1	
24635	/m/04n3_6w	
24636	/m/0bhgnv1	
24637	/m/0gcy71_	
24638	/m/0ctyj3	
24639	/m/01x4r3	
24640	/m/0k76bh	
24641	/m/0281w8z	
24642	/m/0bbbp6p	
24643	/m/0jsm718	
24644	/m/09gbs5p	
24645	/m/04tl0_m	
24646	/m/0d27zx_	
24647	/m/0883zh	
24648	/m/0jslg2m	
24649	/m/0gc3mz_	
24650	/m/0gbzjh2	
24651	/m/0ccbln3	
24652	/m/0k7l45	
24653	/m/0h71b0h	
24654	/m/0b6jp6g	
24655	/m/0bbbp7w	
24656	/m/0gdldpz	
24657	/m/064qbz8	
24658	/m/07r9cpv	
24659	/m/0gbvp8y	
24660	/m/0gc950n	
24661	/m/06_rpw	
24662	/m/027_pnv	
24663	/m/0jsm6fb	
24664	/m/0bhgnv8	
24665	/m/0jsl__r	
24666	/m/0j3xvjh	
24667	/m/0b_n9pn	
24668	/m/0jn79m6	
24669	/m/0jtmlf	
24670	/m/02z8pgx	
24671	/m/0bbcsyv	
24672	/m/0jn79l6	
24673	/m/0bhgnw4	
24674	/m/0jsm7fz	
24675	/m/01ryns0	
24676	/m/03w35_	
24677	/m/0gcs8tw	
24678	/m/0gbz0jk	
24679	/m/0b_n9q2	
24680	/m/06qqft	
24681	/m/0gq37t	
24682	/m/0hbpbn1	
24683	/m/0gdln4b	
24684	/m/0jn79qh	
24685	/m/0gkkc__	
24686	/m/0555pc	
24687	/m/03mbfhk	
24688	/m/0hnbgy0	
24689	/m/0hh7y27	
24690	/m/064tsm	
24691	/m/0fpp7y3	
24692	/m/0jsm7vl	
24693	/m/0gccsjs	
24694	/m/0gbymdb	
24695	/m/0gcy_bn	
24696	/m/0g9mcrf	
24697	/m/0jsm1wk	
24698	/m/03_wtr	
24699	/m/024vz4	
24700	/m/03d6ml2	
24701	/m/02x2tyt	
24702	/m/0k7tb1	
24703	/m/0gc2bd1	
24704	/m/0jsm6r_	
24705	/m/065rtcs	
24706	/m/0jn79sc	
24707	/m/04r8g7	
24708	/m/0jwk_cp	
24709	/m/0gcl6rv	
24710	/m/0gbzcrd	
24711	/m/0bhgntp	
24712	/m/0bz6w76	
24713	/m/0gkkd0z	
24714	/m/09v291v	
24715	/m/0gdl1jw	
24716	/m/0gdmh6t	
24717	/m/0gcm181	
24718	/m/0n4n2y4	
24719	/m/0bxjrgx	
24720	/m/0b6mtn4	
24721	/m/0jwc_f	
24722	/m/0jslxyv	
24723	/m/0k71yj	
24724	/m/0j3xvgv	
24725	/m/0jsm7_t	
24726	/m/09qzmd	
24727	/m/06kxs3	
24728	/m/05kmc3	
24729	/m/07kckc	
24730	/m/02qy9_2	
24731	/m/0kt0c8	
24732	/m/09q298	
24733	/m/0jn79rp	
24734	/m/02vnpjg	
24735	/m/0cly0g	
24736	/m/0cl3wc	
24737	/m/02r80sr	
24738	/m/0gc2nv0	
24739	/m/0gc4ydm	
24740	/m/0gbyc2f	
24741	/m/0jsm6mh	
24742	/m/03y9yfz	
24743	/m/0gb_3lw	
24744	/m/0bbbp62	
24745	/m/0gcd4tp	
24746	/m/0gdmszz	
24747	/m/0jsm6wp	
24748	/m/02qd1zp	
24749	/m/04wg5t	
24750	/m/0k71yq	
24751	/m/0jsm897	
24752	/m/05j1m7	
24753	/m/0h5tpc6	
24754	/m/0j3xvl_	
24755	/m/05n5pf	
24756	/m/0gm116d	
24757	/m/0gc8bjc	
24758	/m/0jsm6k3	
24759	/m/01qbj95	
24760	/m/05snhm	
24761	/m/0ch8tph	
24762	/m/027fln6	
24763	/m/0gh5zbs	
24764	/m/0gc97g_	
24765	/m/0gb_6qp	
24766	/m/07r9cnn	
24767	/m/0k6fkrg	
24768	/m/0jn79nz	
24769	/m/04f2v32	
24770	/m/027wq59	
24771	/m/04ybk_	
24772	/m/0j3xvdb	
24773	/m/026lj80	
24774	/m/0jsm7xw	
24775	/m/027ht7f	
24776	/m/0hns5l1	
24777	/m/05n_sb	
24778	/m/0jsm7p0	
24779	/m/0gcs8rf	
24780	/m/03cf72h	
24781	/m/07zm_w	
24782	/m/0gc2_1h	
24783	/m/0g573s8	
24784	/m/04n212g	
24785	/m/0hhctp2	
24786	/m/0gcn2z6	
24787	/m/026j7d0	
24788	/m/0bhgntg	
24789	/m/08sfy6	
24790	/m/03czk48	
24791	/m/0gdmh12	
24792	/m/0h5bl9x	
24793	/m/04bt9q	
24794	/m/059r5c	
24795	/m/0jsm761	
24796	/m/0j3xvfv	
24797	/m/07r9cp4	
24798	/m/0jy8cm	
24799	/m/0h973xz	
24800	/m/03d22m	César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress,César Award for Best Actress
24801	/m/028mc6	Golden Globe Award for Best Actor – Television Series Musical or Comedy,Golden Globe Award for Best Actor – Television Series Musical or Comedy,Golden Globe Award for Best Actor – Television Series Musical or Comedy,Tony Award for Best Actor in a Musical
24802	/m/01ggc9	Golden Raspberry Award for Worst Supporting Actor
24803	/m/015dqz	Academy Award for Best Actor
24804	/m/03kd1c	Academy Award for Best Supporting Actor
24805	/m/0gpk7b	Daytime Emmy Award for Outstanding Performer in an Animated Program
24806	/m/0q9t7	Academy Award for Best Live Action Short Film
24807	/m/0fkzfg	Academy Award for Best Live Action Short Film
24808	/m/0641fzk	Tony Award for Best Actor in a Play
24809	/m/01jy368	Grammy Award for Best New Artist
24810	/m/043s6d8	
24811	/m/0k6pxp	
24812	/m/0gc9cvh	
24813	/m/024y6w	
24814	/m/0fxyg7	
24815	/m/02r3h68	
24816	/m/0c3j6h7	
24817	/m/013zs9	
24818	/m/0jwhq9	
24819	/m/0845vz	
24820	/m/0gcgdv0	
24821	/m/0jvkkvz	
24822	/m/0c0ctvb	
24823	/m/02dlfh	
24824	/m/0gdnf5t	
24825	/m/03rp65	
24826	/m/0fcdsd	
24827	/m/04g01gx	
24828	/m/0gcxlhl	
24829	/m/043pvvv	
24830	/m/0bycsh7	
24831	/m/0jvkkwj	
24832	/m/0891cc	
24833	/m/0bycshg	
24834	/m/040785s	
24835	/m/0gbzvwf	
24836	/m/086sgj5	
24837	/m/02f5nx	
24838	/m/05vy5j	
24839	/m/0cm85_y	
24840	/m/0bycsgl	
24841	/m/05sxkkf	
24842	/m/0c0ctyv	
24843	/m/0k73nl	
24844	/m/0c0ctwl	
24845	/m/0k3qj4w	
24846	/m/02766fh	
24847	/m/05b07lb	
24848	/m/05p0r4_	
24849	/m/0bv9ll1	
24850	/m/0hp89mm	
24851	/m/0cc88y	
24852	/m/0fc5jl	
24853	/m/0gc5gd3	
24854	/m/0gc2p00	
24855	/m/03grwh3	
24856	/m/03mpnv	
24857	/m/0gc042s	
24858	/m/05v3vml	
24859	/m/0bycsgv	
24860	/m/0gdk8bp	
24861	/m/0jvkjw8	
24862	/m/0bg7h_1	
24863	/m/04gpcmr	
24864	/m/09z7cpl	
24865	/m/0gb_xwl	
24866	/m/0c0cty8	
24867	/m/0ch4xv	
24868	/m/04y6zcs	
24869	/m/0gc0m3k	
24870	/m/0gbxj19	
24871	/m/0my2z08	
24872	/m/0gc91jv	
24873	/m/05b0zlp	
24874	/m/0kt8bt	
24875	/m/0gdnbjf	
24876	/m/0djwb0	
24877	/m/05wh02	
24878	/m/02pr_2h	
24879	/m/025z7p	
24880	/m/04v4rn	
24881	/m/01qj_k4	
24882	/m/0bsdjl	
24883	/m/0k74xn	
24884	/m/0bv9ll4	
24885	/m/0gb_3dq	
24886	/m/07m05n	
24887	/m/0fc1gz	
24888	/m/0gcqsp	
24889	/m/0gc1nlc	
24890	/m/0c0ctx4	
24891	/m/0gcxmc7	
24892	/m/02w9fd4	
24893	/m/0gccbvw	
24894	/m/0dhpd0s	
24895	/m/0dhpd17	
24896	/m/0l4qc7d	
24897	/m/03ck_9b	
24898	/m/098j8yn	
24899	/m/01tzm9	
24900	/m/04fvyk	
24901	/m/0gc82mk	
24902	/m/047bkrw	
24903	/m/0b88d3	
24904	/m/074rf8	
24905	/m/09fqtq	
24906	/m/05gcdd	
24907	/m/03b3rm	
24908	/m/0jvkkvd	
24909	/m/02r95jl	
24910	/m/064kqpf	
24911	/m/02g87m	
24912	/m/05bzq5f	
24913	/m/0dhpd32	
24914	/m/0dm30yg	
24915	/m/0j_mhx	
24916	/m/05xlpf	
24917	/m/03cc36k	
24918	/m/07w1zx	
24919	/m/0jvkm28	
24920	/m/051__j5	
24921	/m/0jvkksq	
24922	/m/01vr2bp	
24923	/m/03ty9q	
24924	/m/0cl3xhl	
24925	/m/09tpw5	
24926	/m/0jvkm1q	
24927	/m/0266dtp	
24928	/m/03cvlv1	
24929	/m/0gc92fs	
24930	/m/07yg836	
24931	/m/0dx_ng	
24932	/m/04nrvht	
24933	/m/027wqgy	
24934	/m/0gcy54s	
24935	/m/03h3wr3	
24936	/m/0hp89n5	
24937	/m/0gc2_dp	
24938	/m/05m_45t	
24939	/m/0ckmhc	
24940	/m/083zhl	
24941	/m/0jsn8l	
24942	/m/05z_b36	
24943	/m/0265mh6	
24944	/m/09rp7xp	
24945	/m/0dhpc_f	
24946	/m/0kt1j1	
24947	/m/0kv70h	
24948	/m/05lzck	
24949	/m/0gcy6j9	
24950	/m/02qchzg	
24951	/m/07l1qg	
24952	/m/0gc4v8r	
24953	/m/061wm	
24954	/m/06lx1d	
24955	/m/047n486	
24956	/m/0cjm6h7	
24957	/m/0gc2w7m	
24958	/m/0c42_t	
24959	/m/0gc1wmj	
24960	/m/07cn2c	
24961	/m/06rwfp	
24962	/m/069z_5	
24963	/m/095jxq	
24964	/m/0gcc129	
24965	/m/0698rn	
24966	/m/0gckms4	
24967	/m/0gbwq7v	
24968	/m/0c0ctxq	
24969	/m/0grgq4	
24970	/m/0gcdmxn	
24971	/m/07d3r_	
24972	/m/0gbyrld	
24973	/m/0gc2rr9	
24974	/m/0gc15gp	
24975	/m/01wj9y9	
24976	/m/07qh08	
24977	/m/065t8s7	
24978	/m/05bxr9	
24979	/m/0j3xvhf	
24980	/m/0bv9ll7	
24981	/m/07q6lg	
24982	/m/0gbwpp9	
24983	/m/0gdjd5h	
24984	/m/083k0v	
24985	/m/0jvkktv	
24986	/m/0jvkkt8	
24987	/m/0dhpc_s	
24988	/m/069nzr	
24989	/m/0gscjn	
24990	/m/0b53d4w	
24991	/m/0gc04bh	
24992	/m/0c0ctzd	
24993	/m/02q36h4	
24994	/m/0jz56h	
24995	/m/0bfm1pj	
24996	/m/07hbxm	
24997	/m/0gc231p	
24998	/m/0gbzfy_	
24999	/m/04cvvhc	
