	freebase_ids	awards
201	/m/0p_sc	Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Original Score,BAFTA Award for Best Actor in a Supporting Role,Golden Globe Award for Best Supporting Actor – Motion Picture,BAFTA Award for Best Direction,BAFTA Award for Best Editing,Golden Globe Award for Best Screenplay,Golden Globe Award for Best Motion Picture – Drama,National Board of Review: Top Ten Films
202	/m/0kvfd1	National Board of Review of Motion Pictures,National Board of Review: Top Ten Films
203	/m/01_mdl	Saturn Award for Best Science Fiction Film,Hugo Award for Best Dramatic Presentation,National Board of Review: Top Ten Films
204	/m/05pchb8	
205	/m/0g5rqxx	
206	/m/03h0ghv	
207	/m/0jwwwz2	
208	/m/0jsc_	
209	/m/0b447t7	
210	/m/0bb_l75	
211	/m/0gj6pd	
212	/m/0g19zh	
213	/m/0dlm9db	
214	/m/043qtrq	
215	/m/0cgs9r4	
216	/m/0g2q1q	
217	/m/08xfy_	
218	/m/0g5qgd2	
219	/m/047t_lv	
220	/m/07k7p1q	
221	/m/0g59khw	
222	/m/0g6kwp	
223	/m/027rvrw	
224	/m/0gp9cs	
225	/m/067p6m	
226	/m/04j2242	
227	/m/09vv2_n	
228	/m/0b24ld	
229	/m/0ggbmh0	
230	/m/02rp4qv	
231	/m/08m1s2	
232	/m/05f9k7r	
233	/m/0cnxf8t	
234	/m/03cn6hr	
235	/m/0c3lr0	
236	/m/0b777gn	
237	/m/027r3dp	
238	/m/0j3c4kr	
239	/m/0gyvxfl	
240	/m/0882lf	
241	/m/0120g4	
242	/m/0gh6h9x	
243	/m/0270xln	
244	/m/0gp9cf	
245	/m/0bghc4	
246	/m/04zw7qc	
247	/m/0d_2j2	
248	/m/0cnx37f	
249	/m/02w8t1b	
250	/m/0gjd7dp	
251	/m/04j0c3_	
252	/m/0gw_sxm	
253	/m/07385y	
254	/m/05mvk68	
255	/m/0dbfgz	
256	/m/0djfnq	
257	/m/0917bx	
258	/m/04gjk6_	
259	/m/0gtvj4d	
260	/m/05dpjl	
261	/m/0gfrkw7	
262	/m/0d_ng1	
263	/m/01xlqd	
264	/m/03c_p7d	
265	/m/0523g9d	
266	/m/0cz8rml	
267	/m/0hnbsyf	
268	/m/05zp19b	
269	/m/09v460	
270	/m/07kbmgf	
271	/m/0b4bp1l	
272	/m/025cm9	
273	/m/0c037x9	
274	/m/094x3b	
275	/m/03h4h5p	
276	/m/0fp_576	
277	/m/0g9z2v0	
278	/m/047sc75	
279	/m/04f57qz	
280	/m/01lqzr	
281	/m/02qy2q7	
282	/m/03h15dp	
283	/m/05q6jgk	
284	/m/03qmssn	
285	/m/0dlm0sz	
286	/m/04mzmq8	
287	/m/05k3q8	
288	/m/03c0sm7	
289	/m/02qmrx5	
290	/m/06sg2t	
291	/m/04yfw36	
292	/m/03cfpw2	
293	/m/04zyk2s	
294	/m/04j1_9j	
295	/m/03d76w1	
296	/m/05mr7x1	
297	/m/064n1xv	
298	/m/0ds6j9_	
299	/m/076w7md	
300	/m/0b_lj9b	Grand Jury Prize of the Venice Film Festival
301	/m/0bhgphj	Academy Award for Best Live Action Short Film
302	/m/027xtwf	Sundance Audience Award: U.S. Dramatic
303	/m/0ft_c9	Ariel Award for Best Picture,Ariel Award for Best Direction
304	/m/0463ncn	Academy Award for Best Special Effects
305	/m/0c41tt3	National Film Award
306	/m/0gkss5y	
307	/m/05nkn9	
308	/m/0bh9t6p	
309	/m/0b4y0r	
310	/m/06hp9q	
311	/m/0j9n8zq	
312	/m/09v8jfd	
313	/m/04j0kr8	
314	/m/061nbd	
315	/m/02pk0wv	
316	/m/0b6yhq2	
317	/m/03cg8fj	
318	/m/0gxncj8	
319	/m/03h08vb	
320	/m/0bbr0sm	
321	/m/03gw63h	
322	/m/0b74vn	
323	/m/027yjkd	
324	/m/05zp8vw	
325	/m/01j5x_	
326	/m/04j35n6	
327	/m/0j9n5v7	
328	/m/016z5x	
329	/m/07kg7s3	
330	/m/03m9z58	
331	/m/09gkn8b	
332	/m/0gp4pz	
333	/m/05m_4m6	
334	/m/0h_f28l	
335	/m/07rf_1	
336	/m/02w1_pf	
337	/m/02w9pbl	
338	/m/0401sg	
339	/m/04m0gv	
340	/m/03mhfqj	
341	/m/03cn0rs	
342	/m/0b6kpmq	
343	/m/04gnwd2	
344	/m/0dlm629	
345	/m/0ds9z09	
346	/m/051yg_8	
347	/m/05c4c72	
348	/m/04z2kf	
349	/m/07s81gr	
350	/m/0gg6hp6	
351	/m/0gh8bdp	
352	/m/0czkzx	
353	/m/0kv7sv	
354	/m/07m7j8	
355	/m/0f3s6h	
356	/m/04j1p15	
357	/m/01jtxq	
358	/m/05b5q_n	
359	/m/02w8rhv	
360	/m/027b5c1	
361	/m/0j42hrc	
362	/m/07s4ql2	
363	/m/01dh6f	
364	/m/03gr8yf	
365	/m/051yy2f	
366	/m/0b8rp_	
367	/m/03hmbm9	
368	/m/04zy_f7	
369	/m/03d7wmt	
370	/m/02pvqww	
371	/m/0gf8mz8	
372	/m/09rfs9q	
373	/m/0gysbv4	
374	/m/0b_zwy4	
375	/m/0db2z1	
376	/m/02rz0fs	
377	/m/0jt0qkp	
378	/m/04ldc1b	
379	/m/03gxj7d	
380	/m/02639tg	
381	/m/05znvsh	
382	/m/0bj5037	
383	/m/0f_17k	
384	/m/09k695y	
385	/m/0crtb7j	
386	/m/0k0dxfx	
387	/m/0kv17w	
388	/m/04ybcks	
389	/m/0h1gj9k	
390	/m/07s7_c0	
391	/m/08p40j7	
392	/m/07p15p	
393	/m/05zkfkf	
394	/m/0h1fzpv	
395	/m/02x5kcd	
396	/m/02r553z	
397	/m/0j272x6	
398	/m/06_y8td	
399	/m/0ds31zh	
400	/m/05sy5dr	Academy Award for Best Actress,National Board of Review: Top Ten Films
401	/m/0c1p3	Academy Award for Best Sound
402	/m/0bfzz0	Filmfare Award for Best Supporting Actor,Filmfare Award for Best Cinematographer,Filmfare Award for Best Film
403	/m/080k_tj	
404	/m/0k992wk	
405	/m/0bmhglz	
406	/m/09k6mnp	
407	/m/06lnkr	
408	/m/03gzskn	
409	/m/09vv2_y	
410	/m/02w2ywg	
411	/m/0g9ycs0	
412	/m/02rdpgp	
413	/m/04k12v	
414	/m/02vnj6h	
415	/m/03ymxmv	
416	/m/096rnf	
417	/m/03nx6f8	
418	/m/04j2ftt	
419	/m/04j2ft8	
420	/m/0k47y	
421	/m/0hgqnx6	
422	/m/0286qw2	
423	/m/027b_lp	
424	/m/02q9jx_	
425	/m/02rnyyt	
426	/m/09fgyt	
427	/m/0ddd6gs	
428	/m/0hzp0wh	
429	/m/06_yd16	
430	/m/05246np	
431	/m/0gg4rcr	
432	/m/01ncbn6	
433	/m/07ts2f	
434	/m/0j_7d9h	
435	/m/06_yd1q	
436	/m/05zlkcx	
437	/m/03nqf7n	
438	/m/0g5sly2	
439	/m/05b4ncx	
440	/m/0d_csz	
441	/m/04zz4c7	
442	/m/04zy_fy	
443	/m/04lgqkp	
444	/m/0kvbs2	
445	/m/0cnxmjr	
446	/m/03ctywl	
447	/m/07s7rx2	
448	/m/026jvpd	
449	/m/03cp9pv	
450	/m/0kvbsw	
451	/m/05f9pzw	
452	/m/03m3zmd	
453	/m/0524s71	
454	/m/04jdmpy	
455	/m/03yc76n	
456	/m/052172r	
457	/m/02vpjr8	
458	/m/03qhx0c	
459	/m/0dgqlc1	
460	/m/09k7nps	
461	/m/07kbj2s	
462	/m/04m_q2v	
463	/m/07s90cc	
464	/m/05zmwh6	
465	/m/0bmbq75	
466	/m/0617_4	
467	/m/066j_j	
468	/m/09dl0l	
469	/m/0kv7pd	
470	/m/0crf0rp	
471	/m/09v9ywt	
472	/m/0j_324m	
473	/m/06zjwmh	
474	/m/0gvvs3k	
475	/m/0cn2s5	
476	/m/0fk60h	
477	/m/0crc6ns	
478	/m/02qjr0p	
479	/m/03cnkmw	
480	/m/05zkfk2	
481	/m/0g9yq64	
482	/m/03wc5v0	
483	/m/0b42bk	
484	/m/026b79y	
485	/m/0kv1zb	
486	/m/0cvh_c	
487	/m/02w28mv	
488	/m/0dk_zf	
489	/m/06s6m_	
490	/m/05222wb	
491	/m/0kv9kh	
492	/m/05mrgyy	
493	/m/095kx7	
494	/m/027nccj	
495	/m/0djywn8	
496	/m/03hq88	
497	/m/0c4fjm	
498	/m/04y6hf1	
499	/m/0drz263	
500	/m/0g9wdmc	Academy Award for Best Actress,Academy Award for Best Makeup and Hairstyling
501	/m/0gkjmf	Teddy Award
502	/m/0280lhm	National Board of Review: Top Ten Films
503	/m/04yg1fk	DocAviv Film Festival
504	/m/03npxc	
505	/m/0g58r53	
506	/m/04yf0qx	
507	/m/02pnx7c	
508	/m/0hhs6yp	
509	/m/06_yck7	
510	/m/0287gvq	
511	/m/06w7l0s	
512	/m/02py6p6	
513	/m/034f7w	
514	/m/04f1k_q	
515	/m/02w6ldz	
516	/m/027z39j	
517	/m/04j0z21	
518	/m/0b6qmg	
519	/m/0hr535b	
520	/m/0h39yl	
521	/m/0g8p65k	
522	/m/0b13hz	
523	/m/0gh7g5s	
524	/m/0bmh28z	
525	/m/05sxb6	
526	/m/0g9ypwc	
527	/m/0dgj9m	
528	/m/0b6qmv	
529	/m/03cfwb2	
530	/m/02qwsng	
531	/m/0bdwr5	
532	/m/03m6vb2	
533	/m/04j03bn	
534	/m/03_m_1	
535	/m/0bdgm4	
536	/m/068xdw	
537	/m/0807778	
538	/m/0bs1p_v	
539	/m/04ct5bk	
540	/m/04q31n1	
541	/m/03121d	
542	/m/05b_rv_	
543	/m/0gjct08	
544	/m/045hxr	
545	/m/0h09nh	
546	/m/0cs0w8k	
547	/m/02ptq_6	
548	/m/069dl1	
549	/m/07kwyt	
550	/m/04jkvq7	
551	/m/0kv2ly	
552	/m/026hfp8	
553	/m/02r4288	
554	/m/05220ql	
555	/m/0bb_jr	
556	/m/05b35lt	
557	/m/0gg7w4q	
558	/m/0dgp_sx	
559	/m/0gk_rh_	
560	/m/04rq8l	
561	/m/04j32f2	
562	/m/026mh5j	
563	/m/0gfdj0w	
564	/m/06wmyc	
565	/m/026ktnx	
566	/m/03qh_mj	
567	/m/064qcjv	
568	/m/0hrbdng	
569	/m/0b5vsy	
570	/m/0g9v_0p	
571	/m/04zz4cy	
572	/m/04xzt0	
573	/m/051w_vb	
574	/m/04_17wp	
575	/m/04gng15	
576	/m/04993j	
577	/m/03nt_q7	
578	/m/04yfsw8	
579	/m/0crs5bt	
580	/m/0cp13g0	
581	/m/05zmg39	
582	/m/03qdzcf	
583	/m/08zkct	
584	/m/04068_w	
585	/m/07s5qhf	
586	/m/05szq8z	
587	/m/0kvgjd	
588	/m/027x4qz	
589	/m/05jyrf	
590	/m/0bmjlqc	
591	/m/0h3pq8x	
592	/m/04j04vq	
593	/m/026vnlf	
594	/m/0gmds_9	
595	/m/0c01jp5	
596	/m/064nwxp	
597	/m/06_yckp	
598	/m/0h80x5	
599	/m/04n5hd2	
600	/m/02zblr6	David di Donatello for Best Actor
601	/m/07l50_1	Queer Lion,Dorian Award for Film of the Year,Dorian Award for LGBTQ Film of the Year
602	/m/0cc9sj1	Filmfare Award for Best Film – Malayalam,Kerala State Film Award for Best Film
603	/m/0dhh3h	National Board of Review: Top Ten Films
604	/m/040280	
605	/m/05c3q8c	
606	/m/04gq9wm	
607	/m/02rf6q4	
608	/m/0b77n5c	
609	/m/0h1cbks	
610	/m/04ygt38	
611	/m/07s52n0	
612	/m/02q550m	
613	/m/02r4xq0	
614	/m/0b6msm0	
615	/m/0j24jlc	
616	/m/0bmf535	
617	/m/0kv804	
618	/m/0gdt5f	
619	/m/02wywht	
620	/m/02vz0y9	
621	/m/0dlmyyq	
622	/m/06zsxx8	
623	/m/02rl3k7	
624	/m/02qms_7	
625	/m/04q257s	
626	/m/0dd9ljf	
627	/m/026474r	
628	/m/0gfp88	
629	/m/0fph2t0	
630	/m/05b268g	
631	/m/0k0qd6w	
632	/m/060__7	
633	/m/051_7dt	
634	/m/0h3skpq	
635	/m/04f_27g	
636	/m/0kv3j3	
637	/m/03gtyp3	
638	/m/05zptkl	
639	/m/0h18g1b	
640	/m/0g8bhz	
641	/m/0h0ylf	
642	/m/05sz3w0	
643	/m/09v3b9w	
644	/m/02991z	
645	/m/0dsb9n0	
646	/m/0h74xd	
647	/m/07kgp1w	
648	/m/04zxcwj	
649	/m/09thsq	
650	/m/064q4vh	
651	/m/0b6qm3	
652	/m/0gtx9zh	
653	/m/0652hq	
654	/m/04jcb4k	
655	/m/0by1xrt	
656	/m/02pwbyx	
657	/m/0gjdp3n	
658	/m/0h66h0p	
659	/m/02pr22c	
660	/m/0dvdlf	
661	/m/0kv3jx	
662	/m/03cg5qs	
663	/m/0ff79r	
664	/m/05b_726	
665	/m/04mw1fm	
666	/m/071y5q	
667	/m/0gzfhh	
668	/m/0b6jx5_	
669	/m/0hrb264	
670	/m/0crh665	
671	/m/0h1gv84	
672	/m/0jt0y_r	
673	/m/07s4t6f	
674	/m/02801ry	
675	/m/02vzx00	
676	/m/0h94_ry	
677	/m/02rdwrv	
678	/m/045rsk	
679	/m/0j3g2jk	
680	/m/067rlq	
681	/m/0c3tkft	
682	/m/0cz9fqw	
683	/m/0c02d3k	
684	/m/0dn17z	
685	/m/09v4kv1	
686	/m/0cwvf3	
687	/m/03hh8c4	
688	/m/05fbcvt	
689	/m/04gt36q	
690	/m/03cy3md	
691	/m/0c9jj9	
692	/m/058q8s	
693	/m/0h3r5f3	
694	/m/027xs8k	
695	/m/0g7889	
696	/m/0kv2l4	
697	/m/0hzm_x1	
698	/m/03cg5q2	
699	/m/0jws9y2	
700	/m/0cq7kw	Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Actor,Academy Award for Best Sound,Silver nugget for the best foreign film,Academy Award for Best Cinematography, Color,Academy Award for Best Costume Design, Color,Academy Award for Best Art Direction, Color,Academy Award for Best Score, Adaptation or Treatment,National Board of Review: Top Ten Films
701	/m/023p33	Golden Bear
702	/m/0kvb07	European Film Award for Best Short Film
703	/m/06nmwj	Sundance Special Jury Prize for Acting
704	/m/027hx6p	
705	/m/07kd77x	
706	/m/0crdc2c	
707	/m/04ld_ch	
708	/m/0bbd8tp	
709	/m/03gvzxy	
710	/m/0j45c3h	
711	/m/0520dkz	
712	/m/0cdnkz	
713	/m/047n81_	
714	/m/05wd_0	
715	/m/04q6ps8	
716	/m/0ckr_w	
717	/m/06w658c	
718	/m/0djsk0	
719	/m/047b7yb	
720	/m/06_ybcx	
721	/m/0gj8gbn	
722	/m/026h68f	
723	/m/0j663ps	
724	/m/03gtxrx	
725	/m/0fpggm1	
726	/m/06_ybc3	
727	/m/0hgpxb3	
728	/m/02ps1lg	
729	/m/0dm9b7	
730	/m/04g0krd	
731	/m/0287pm9	
732	/m/05t022w	
733	/m/03m5fv7	
734	/m/02q35ds	
735	/m/06_ybcj	
736	/m/026_5m2	
737	/m/0crzp9h	
738	/m/09gp46z	
739	/m/0j26pb_	
740	/m/04d2jm	
741	/m/04jf8mw	
742	/m/0crfd83	
743	/m/051_4zf	
744	/m/08wf8d	
745	/m/043py3c	
746	/m/0gx0nrh	
747	/m/02pw05g	
748	/m/03cgcph	
749	/m/051zsnx	
750	/m/0dgp3km	
751	/m/026607l	
752	/m/0czdh1j	
753	/m/0ds35pq	
754	/m/07ykkx5	
755	/m/0cnx71t	
756	/m/04q8x2d	
757	/m/09gj_hn	
758	/m/02x46vd	
759	/m/0j27v4j	
760	/m/0hzr9h0	
761	/m/0273d78	
762	/m/09g68dr	
763	/m/0bpnbl	
764	/m/0f3xhp	
765	/m/02806zq	
766	/m/02x8n08	
767	/m/03np63f	
768	/m/0h5576w	
769	/m/041620c	
770	/m/0288l_g	
771	/m/0hgn46t	
772	/m/05sxl0x	
773	/m/0h805gn	
774	/m/064w9b	
775	/m/047th9v	
776	/m/0fq0dd3	
777	/m/07mlsy	
778	/m/0gh6hbl	
779	/m/07k4ypc	
780	/m/03c0vqz	
781	/m/03nsc64	
782	/m/04jr3z	
783	/m/0gtxz05	
784	/m/0fbrd7	
785	/m/03dwzc	
786	/m/02r4bg6	
787	/m/03rpzz	
788	/m/09v5fbh	
789	/m/0464hw5	
790	/m/026f_k5	
791	/m/026q_s8	
792	/m/0281l5m	
793	/m/04jjktx	
794	/m/0bs1_hx	
795	/m/05zr62d	
796	/m/02q05ty	
797	/m/0ds8rrl	
798	/m/0gg8f4l	
799	/m/0h_dhx4	
800	/m/027cvvr	Academy Award for Best Live Action Short Film
801	/m/043jt7q	Grand Jury Prize of the Venice Film Festival
802	/m/0h3m16l	Golden Leopard
803	/m/05zj4mp	Filmfare Award for Best Film – Malayalam
804	/m/0by1wkq	National Board of Review: Top Ten Films
805	/m/096nrt	National Board of Review: Top Ten Films
806	/m/02x03wz	
807	/m/0gwyfgb	
808	/m/0bz3jx	
809	/m/02z71_1	
810	/m/0gj91w_	
811	/m/0h73_g	
812	/m/0fqhv9	
813	/m/05zs7rr	
814	/m/0cv9vk1	
815	/m/03csv6x	
816	/m/027pfhy	
817	/m/0kv68c	
818	/m/04yftbt	
819	/m/0h98td6	
820	/m/06_461	
821	/m/0gw_pc6	
822	/m/0kvbhk	
823	/m/0490_m	
824	/m/04f_wj4	
825	/m/02q90hw	
826	/m/0hqzt6p	
827	/m/02pyxxr	
828	/m/0h44yf	
829	/m/0dnrcd	
830	/m/027ngfy	
831	/m/0bbz4tk	
832	/m/0fyj8w	
833	/m/071ndp	
834	/m/0gg9_b9	
835	/m/0h3szt6	
836	/m/07s83qp	
837	/m/0j2b9zg	
838	/m/03c5zcj	
839	/m/0crv7_0	
840	/m/06zpz8f	
841	/m/02vpp9c	
842	/m/0j65872	
843	/m/0fq00gq	
844	/m/0hn9t9p	
845	/m/05ms767	
846	/m/0g9zmry	
847	/m/0jt9q8j	
848	/m/06_y946	
849	/m/0412wd2	
850	/m/047c6gn	
851	/m/02ry4b8	
852	/m/04zx_bp	
853	/m/04lghfb	
854	/m/0kvb4f	
855	/m/036z4q	
856	/m/0gfxs9	
857	/m/0kv68r	
858	/m/04yc5nr	
859	/m/02qkk0c	
860	/m/07k4jw0	
861	/m/07s7ql5	
862	/m/0gfhc13	
863	/m/0415dvr	
864	/m/064nfm2	
865	/m/0h1hpq0	
866	/m/052_sxm	
867	/m/063zs7z	
868	/m/0dn94_	
869	/m/043qglw	
870	/m/09mtx1	
871	/m/05c4_y9	
872	/m/025z5dw	
873	/m/05b_1rc	
874	/m/02pyxxd	
875	/m/0fds50	
876	/m/0kvbhy	
877	/m/0d3vw_	
878	/m/026k70d	
879	/m/03d780k	
880	/m/04n4y_d	
881	/m/02r8_4y	
882	/m/0d9j9b	
883	/m/0crc1zq	
884	/m/05f4nyh	
885	/m/025j92	
886	/m/027h46q	
887	/m/0k8xt82	
888	/m/01l0jh	
889	/m/0jkxw_8	
890	/m/04cth_t	
891	/m/05zyn93	
892	/m/06w2rd_	
893	/m/06zrlwc	
894	/m/05z_mbp	
895	/m/09_rj4	
896	/m/09gplxp	
897	/m/0hr7b9d	
898	/m/03c3048	
899	/m/0j637s9	
900	/m/0kb57	Academy Award for Best Film Editing
901	/m/0dstt0	Golden Raspberry Award for Worst Supporting Actor
902	/m/03qhs4f	Academy Award for Best Live Action Short Film
903	/m/047tmd3	Academy Award for Best Documentary (Short Subject)
904	/m/04647kh	Academy Award for Best Live Action Short Film
905	/m/015gl2	National Board of Review: Top Ten Films
906	/m/0dm60h	
907	/m/02qmm4k	
908	/m/06_y94m	
909	/m/0bmb5y5	
910	/m/02qs76f	
911	/m/0283zwc	
912	/m/0j42qn1	
913	/m/0g26jx	
914	/m/04kkxx	
915	/m/0fmxlc	
916	/m/09g6wg2	
917	/m/047fx6d	
918	/m/02pkc6k	
919	/m/02qfqzf	
920	/m/0gdd7t	
921	/m/0gsc8r	
922	/m/0g9vnm9	
923	/m/03t8p6	
924	/m/02809_l	
925	/m/03glq6	
926	/m/0k3n8tj	
927	/m/0fvlb6	
928	/m/0d8dp1	
929	/m/0c3_zr8	
930	/m/0cbzd_	
931	/m/06_y5z2	
932	/m/03d2ty3	
933	/m/09kjprg	
934	/m/0b6g00j	
935	/m/0drw88x	
936	/m/06zmk0m	
937	/m/02qlm6m	
938	/m/0d1t91	
939	/m/0gffr08	
940	/m/0bbzv0c	
941	/m/0d6np27	
942	/m/06zp728	
943	/m/0j45h1h	
944	/m/04wjg1	
945	/m/0fymw0	
946	/m/03ycb1b	
947	/m/04yf57r	
948	/m/0crrckw	
949	/m/0bd517	
950	/m/0gh6lcs	
951	/m/02qj_5b	
952	/m/06_y5zy	
953	/m/026tp9m	
954	/m/03m6g6g	
955	/m/05gmn3	
956	/m/06_y5zh	
957	/m/06_y6tc	
958	/m/0j25jzj	
959	/m/02qxffp	
960	/m/025_vz4	
961	/m/027qvhg	
962	/m/0c00fp_	
963	/m/076xw3l	
964	/m/0d4glc	
965	/m/0gmc0ys	
966	/m/05q3zsp	
967	/m/0gx3rq1	
968	/m/04p58f	
969	/m/09vttt	
970	/m/016ks5	
971	/m/0h94q0c	
972	/m/05mx56r	
973	/m/0cm9dp5	
974	/m/0k9f_3f	
975	/m/099107	
976	/m/04mmk2w	
977	/m/04mx_6p	
978	/m/02r1h_3	
979	/m/080kf9h	
980	/m/0fq0wlk	
981	/m/02w31xg	
982	/m/04p58s	
983	/m/03c7nkd	
984	/m/0hr7b90	
985	/m/0crh4lx	
986	/m/03rf3z	
987	/m/0bmg2zs	
988	/m/01syqn	
989	/m/0crhsk4	
990	/m/0d539d	
991	/m/0ch2pw6	
992	/m/06_y6ts	
993	/m/0kvcfg	
994	/m/0fq2xx9	
995	/m/04j09_p	
996	/m/082l0k	
997	/m/06_x1zq	
998	/m/02pzy1n	
999	/m/03ymn75	
1000	/m/06ng48	Golden Bear
1001	/m/0dgn19h	Valois d'or
1002	/m/060xq9	Huabiao Award for Outstanding Film,Golden Horse Award for Best Feature Film,Golden Rooster Award for Best Picture,Hong Kong Film Award for Best Asian Film
1003	/m/0d3vgv	
1004	/m/02r5dx9	
1005	/m/04zzqht	
1006	/m/027p3n4	
1007	/m/02pkhq2	
1008	/m/09v14wx	
1009	/m/065l_6	
1010	/m/0gvt9f5	
1011	/m/0hrh0fg	
1012	/m/04yfw3k	
