	freebase_ids	awards
59483	/m/0b_ncs0	
59484	/m/0gb__mg	
59485	/m/0dfy160	
59486	/m/0gcdsgz	
59487	/m/0jl4pcm	
59488	/m/0dfy15p	
59489	/m/0gc0vqm	
59490	/m/0cm5p68	
59491	/m/0hdd7cm	
59492	/m/0b_xqxz	
59493	/m/0j15hnv	
59494	/m/0hhb5w_	
59495	/m/0b_ncrc	
59496	/m/01s7hf	
59497	/m/0gc7wr5	
59498	/m/09j60t9	
59499	/m/09j60th	
59500	/m/018q79	National Book Award,Guggenheim Fellowship,Prix Médicis étranger
59501	/m/01pkrv	Grammy Lifetime Achievement Award,Equestrian Order of the Holy Sepulchre,Peabody Awards,Primetime Emmy Award,Kennedy Center Honors,star on Hollywood Walk of Fame
59502	/m/0cb51g	Presidential Culture and Arts Grand Awards,State Artist
59503	/m/01wb5m6	Knight of the Legion of Honour
59504	/m/04gvkv6	Officer of Arts and Letters
59505	/m/02x2t3b	AVN Hall of Fame
59506	/m/08kvs4	AVN Hall of Fame
59507	/m/07wn8h	AVN Hall of Fame
59508	/m/0cw5z0	AVN Hall of Fame
59509	/m/08skzn	AVN Hall of Fame
59510	/m/06lk1c	star on Hollywood Walk of Fame
59511	/m/0gb_0xd	Ophir Award for Best Actress
59512	/m/0gc8p8c	
59513	/m/0gcz1by	
59514	/m/0b664rr	
59515	/m/0gc4m2b	
59516	/m/0j8lb4y	
59517	/m/06v3sv	
59518	/m/0gbwqlx	
59519	/m/0gcb2gd	
59520	/m/0gc6lbz	
59521	/m/0j8lddk	
59522	/m/089vnl	
59523	/m/0gc221z	
59524	/m/027kw60	
59525	/m/0kxr59w	
59526	/m/0gc8pqn	
59527	/m/0j925fb	
59528	/m/0gc3sbn	
59529	/m/0h5qphf	
59530	/m/0j8lckq	
59531	/m/0fpvsv	
59532	/m/03cyq49	
59533	/m/02867n7	
59534	/m/0b_hf59	
59535	/m/0j8lcws	
59536	/m/0dyhwv	
59537	/m/0gc58cr	
59538	/m/05f9595	
59539	/m/053ns4	
59540	/m/0gcc0r1	
59541	/m/02z471_	
59542	/m/0gcbqdz	
59543	/m/0jzqy1	
59544	/m/04n26dm	
59545	/m/0gcz60m	
59546	/m/06v8_n	
59547	/m/0gb_nd3	
59548	/m/02ql9wn	
59549	/m/0j763rm	
59550	/m/0ch86tn	
59551	/m/0dtdvd	
59552	/m/0fldwn	
59553	/m/0kxqxq5	
59554	/m/0gbzbvb	
59555	/m/0h0lk3	
59556	/m/09rtwdk	
59557	/m/0j925g6	
59558	/m/0gc3bh9	
59559	/m/02z55nl	
59560	/m/0b681wr	
59561	/m/0j925hn	
59562	/m/0g9981j	
59563	/m/0ckn9s	
59564	/m/0kxqlnd	
59565	/m/0j8lb81	
59566	/m/0b_hf62	
59567	/m/0j8ld76	
59568	/m/0gsywfm	
59569	/m/0cp0r1s	
59570	/m/0gc3bt7	
59571	/m/0gc3061	
59572	/m/07wycq	
59573	/m/02rbf04	
59574	/m/0j925h9	
59575	/m/0j8ldwn	
59576	/m/0gcf9t6	
59577	/m/0g5lzxn	
59578	/m/05yrfzp	
59579	/m/0gccs8p	
59580	/m/0gc313f	
59581	/m/0gcnl1r	
59582	/m/03ydlyg	
59583	/m/0j925gt	
59584	/m/02pj95x	
59585	/m/0gbz17v	
59586	/m/0gdkfgf	
59587	/m/0ktdv3	
59588	/m/0j926xv	
59589	/m/07h_0h	
59590	/m/0gc1mh8	
59591	/m/027d16y	
59592	/m/076x2p4	
59593	/m/0gcj4d7	
59594	/m/04ybd_	
59595	/m/0gdlvpb	
59596	/m/0gcyxjf	
59597	/m/026hpp5	
59598	/m/0408sdq	
59599	/m/026y_zs	
59600	/m/0gt_k	Grammy Hall of Fame,Rock and Roll Hall of Fame,Rock and Roll Hall of Fame,Grammy Trustees Award
59601	/m/06zn24j	Great Artist of Hungary Award,Kossuth Prize,Jászai Mari Prize,Jászai Mari Prize,Meritorius Artist of Hungary,Farkas–Ratkó Award
59602	/m/04n0kb9	Bodil Award for Best Actor in a Leading Role
59603	/m/0298jf	Grammy Award for Best Arrangement
59604	/m/0bk2fy	Officer of Arts and Letters
59605	/m/03xnq0m	Seiyu Awards Kids/Family Award
59606	/m/083d9h	Asia's Most Influential Singapore
59607	/m/06w15tl	Out100,MTV Video Music Award
59608	/m/03f2j99	Ordem do Mérito Cultural
59609	/m/056qwx	German Film Award
59610	/m/0ks4py	Guggenheim Fellowship
59611	/m/09r7xw	
59612	/m/0gg79tl	
59613	/m/0gch_3d	
59614	/m/03lr4n	
59615	/m/0j84x4p	
59616	/m/0b_675l	
59617	/m/08j7cl	
59618	/m/0gb_h6f	
59619	/m/0n4k1f6	
59620	/m/0758t3	
59621	/m/0g9q62s	
59622	/m/06w36wm	
59623	/m/0kt31y	
59624	/m/0c5w5m	
59625	/m/0gc678p	
59626	/m/031qmr	
59627	/m/026rfg9	
59628	/m/0gc5vbt	
59629	/m/0gb_kj6	
59630	/m/044l3	
59631	/m/05sx2pf	
59632	/m/0bf1k15	
59633	/m/0gbx568	
59634	/m/0b_wv5r	
59635	/m/05f2vxb	
59636	/m/027nfn3	
59637	/m/0h4yjw5	
59638	/m/0gcjnm2	
59639	/m/0cmcvj7	
59640	/m/0k3f7y	
59641	/m/0k3f83	
59642	/m/0j84x58	
59643	/m/0404v5	
59644	/m/0gm1nnh	
59645	/m/0b_676t	
59646	/m/0h0_tf_	
59647	/m/0gb_lkq	
59648	/m/0b_675v	
59649	/m/01zk66	
59650	/m/02rg6w0	
59651	/m/0glnpnn	
59652	/m/0287mr3	
59653	/m/0b_676k	
59654	/m/0gccpz_	
59655	/m/03hn49v	
59656	/m/0bjbhg3	
59657	/m/01mpc_k	
59658	/m/0gbz5tg	
59659	/m/0bxsb1	
59660	/m/0kbg_nt	
59661	/m/0g9q639	
59662	/m/0b_6769	
59663	/m/0gb_xq4	
59664	/m/0gc4q1c	
59665	/m/0gc6ppk	
59666	/m/02830xc	
59667	/m/0d7199x	
59668	/m/027k8r	
59669	/m/0cy52c1	
59670	/m/072mvf	
59671	/m/0b_6761	
59672	/m/0j84x2_	
59673	/m/0k6d6j	
59674	/m/0gb_kch	
59675	/m/0f5zxd	
59676	/m/0gb_mx2	
59677	/m/0gc4ckg	
59678	/m/0gc316c	
59679	/m/0273m_f	
59680	/m/0gcgln7	
59681	/m/0gbzwwl	
59682	/m/01lpnyj	
59683	/m/0gcj3m8	
59684	/m/0bf1k1z	
59685	/m/0n4k1dw	
59686	/m/05sx2p2	
59687	/m/0gdmf4s	
59688	/m/0bfm39q	
59689	/m/09td6_	
59690	/m/0fpngb_	
59691	/m/0gbzvj5	
59692	/m/04n1xdl	
59693	/m/0gm1pb9	
59694	/m/0gc79x1	
59695	/m/0gc40_x	
59696	/m/05sx2nl	
59697	/m/03m5fd3	
59698	/m/0blv43g	
59699	/m/0gm12_k	
59700	/m/0g9mbhx	Aftonbladet TV Prize,Karamelodiktstipendiet,Guldbagge Award for Best Actress in a Leading Role,Edvardpriset,Karl Gerhards Hederspris,Stockholmer of the month,Swedish Academy's Theatre Award,Medal of S:t Erik
59701	/m/02wddt	Goldene Kamera,Bavarian TV Awards,Bavarian TV Awards,Golden Feather,Order of Karl Valentin,Bavarian Order of Merit,Steiger Award,Romy,Officer's Cross of the Order of Merit of the Federal Republic of Germany,Grand Decoration of Honour in Gold for services to the State of Vienna
59702	/m/0d0ngx	Golden Globe Award for Best Supporting Actor – Series, Miniseries or Television Film
59703	/m/0dgrvtk	Karamelodiktstipendiet
59704	/m/0b72xrv	NASA Distinguished Service Medal
59705	/m/07sgp7w	Guldbagge Awards,Guldbagge Awards,Amanda Award for Best Supporting Actress,Litteris et Artibus
59706	/m/0gcp1ws	Yamamoto Shūgorō Prize,Shimase Romantic Literature Prize
59707	/m/0bj4mts	Merited Artist of the RSFSR,People's Artist of the Russian Federation
59708	/m/06w9nd8	"Order of the Badge of Honour,People's Artist of the Russian Federation,TEFI,Honored art worker of the Russian Soviet Federative Socialist Republic,Order ""For Merit to the Fatherland"", 4th class,Order ""For Merit to the Fatherland"", 3rd class"
59709	/m/0clzrb	Sangeet Natak Akademi Award
59710	/m/02w_qvs	
59711	/m/045rgp	
59712	/m/0b3v4k0	
59713	/m/05sz9h5	
59714	/m/0ggb1dp	
59715	/m/0n1twqd	
59716	/m/0b3v4kw	
59717	/m/0gcyyl_	
59718	/m/0gcxftc	
59719	/m/0j68lpn	
59720	/m/0gc7_nb	
59721	/m/0b3v4jp	
59722	/m/0n1twp1	
59723	/m/02sdjlv	
59724	/m/05p57hg	
59725	/m/0k5pj3	
59726	/m/0h50_j	
59727	/m/0bj4mwg	
59728	/m/02qfhng	
59729	/m/0gc0glw	
59730	/m/0gb_rdh	
59731	/m/0n4ywlb	
59732	/m/034q10	
59733	/m/0bj4mvx	
59734	/m/0gbz8s4	
59735	/m/0jxxvx	
59736	/m/02psp91	
59737	/m/0c1nw_0	
59738	/m/0gbzt1n	
59739	/m/0gc9244	
59740	/m/0lyzf_l	
59741	/m/0bf1k24	
59742	/m/0gc8j2l	
59743	/m/02pq5v3	
59744	/m/06znml3	
59745	/m/03d3cpg	
59746	/m/0bydx3x	
59747	/m/0b2bxw	
59748	/m/05v670p	
59749	/m/0hhv0m2	
59750	/m/0gc93wm	
59751	/m/0gc74vc	
59752	/m/0gbxlb7	
59753	/m/09f633	
59754	/m/04p5_nl	
59755	/m/0bnndj_	
59756	/m/0gc9g42	
59757	/m/0lyzfzn	
59758	/m/0b3v4lc	
59759	/m/0bf1k1k	
59760	/m/0gc1yp0	
59761	/m/0b3v4lq	
59762	/m/0fq60_n	
59763	/m/0n1twwv	
59764	/m/0crct3	
59765	/m/0b3v4m1	
59766	/m/0466hyb	
59767	/m/0bf1k2b	
59768	/m/0gcl574	
59769	/m/0gbx312	
59770	/m/0gc2plc	
59771	/m/05zqx4h	
59772	/m/09gc4j6	
59773	/m/0gc1vg2	
59774	/m/0glyqwn	
59775	/m/0f6n2q	
59776	/m/0n5xgqb	
59777	/m/0gdmmlv	
59778	/m/0gc3b9f	
59779	/m/0k5phk	
59780	/m/0bj4mxd	
59781	/m/0gbykq7	
59782	/m/05z_qv1	
59783	/m/0n1twqz	
59784	/m/0gc5cj_	
59785	/m/0gc0rc1	
59786	/m/0gc9sb5	
59787	/m/0n1twrj	
59788	/m/0gc1ppf	
59789	/m/026z8b9	
59790	/m/0gbxghg	
59791	/m/0gc9_3z	
59792	/m/0b3v4jb	
59793	/m/0fq60zw	
59794	/m/0gc74n1	
59795	/m/0n1twnh	
59796	/m/0gdm0tq	
59797	/m/0gc1tj2	
59798	/m/0b_hlq4	
59799	/m/0lyzfvy	
59800	/m/03pz05	Order of Merit for Labour,Knight of the Legion of Honour,Knight Grand Cross of the Order of Merit of the Italian Republic
59801	/m/05b1yw	Silver Bear for Best Actress,Golden Horse Award for Best Leading Actress,Golden Horse Award for Best Leading Actress,Hong Kong Film Awards Lifetime Achievement Award,Hong Kong Film Award for Best Actress,Hong Kong Film Award for Best Actress,Member of the Order of the British Empire
59802	/m/059msv	Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role,Blue Ribbon Awards for Best Actress
59803	/m/05j0x1	Primetime Emmy Award for Outstanding Guest Actress in a Drama Series,Emmy Award,Obie Award for Distinguished Performance by an Actress
59804	/m/024htv	Officer of the Legion of Honour,CFDA Lifetime Achievement Award
59805	/m/02x9tdc	Elan d'or Award for Newcomer of the Year
59806	/m/0brg4r	Blue Ribbon Awards for Best Supporting Actor,Elan d'or Award for Newcomer of the Year
59807	/m/0k68x7	Elan d'or Award for Newcomer of the Year
59808	/m/04cvp18	Elan d'or Award for Newcomer of the Year
59809	/m/0b_hdz1	Ring of Honour of the City of Vienna,Kainz Medal
59810	/m/0c3l1j	World War II Victory Medal
59811	/m/01ntnf	star on Hollywood Walk of Fame
59812	/m/03cnpxd	Officer of the New Zealand Order of Merit
59813	/m/0chl6qz	
59814	/m/0479gp	
59815	/m/02rw0w1	
59816	/m/0bz0mc	
59817	/m/0n4kx0b	
59818	/m/0gc24bp	
59819	/m/026fh6h	
59820	/m/0gc8zbd	
59821	/m/0265vj4	
59822	/m/0crf_pb	
59823	/m/0bzb3tm	
59824	/m/0hz2ft_	
59825	/m/0dl63s6	
59826	/m/0dkgz2	
59827	/m/0gc5kxv	
59828	/m/0gbz5bw	
59829	/m/0gcdffr	
59830	/m/026y83m	
59831	/m/04n445r	
59832	/m/03y5xs	
59833	/m/0n5pws4	
59834	/m/0hz2fsj	
59835	/m/0gcy91_	
59836	/m/0c3f3yc	
59837	/m/09lxsz8	
59838	/m/0828kt	
59839	/m/0jyymq	
59840	/m/01gp_x	
59841	/m/0jywc9	
59842	/m/0n4kx8_	
59843	/m/027jp9r	
59844	/m/0n4kxb_	
59845	/m/0gck5jy	
59846	/m/0gc6pgw	
59847	/m/0cgry8c	
59848	/m/02w9yl8	
59849	/m/0gcf6z0	
59850	/m/03nrbcb	
59851	/m/0gckfg4	
59852	/m/0dhrdt	
59853	/m/0bjc2l8	
59854	/m/0gccwcj	
59855	/m/03v8pt	
59856	/m/0dl63v5	
59857	/m/063_r7w	
59858	/m/07wcgk	
59859	/m/02pgycx	
59860	/m/0463_8t	
59861	/m/0gcykdx	
59862	/m/099ns9	
59863	/m/02797hm	
59864	/m/0n9crxc	
59865	/m/0gc9c1g	
59866	/m/0gc0yjc	
59867	/m/0gc25wb	
59868	/m/0gcfkhk	
59869	/m/05v0435	
59870	/m/0fpp9l7	
59871	/m/0glrv6t	
59872	/m/06w2cn5	
59873	/m/056sr8	
59874	/m/05bdr78	
59875	/m/0gcy09n	
59876	/m/09_cw9	
59877	/m/0gc9shv	
59878	/m/0j_fr2c	
59879	/m/05zny17	
59880	/m/0n9crz1	
59881	/m/01p0vjh	
59882	/m/03h3779	
59883	/m/0gc7p9d	
59884	/m/04gt1d7	
59885	/m/04mnb12	
59886	/m/0gcxfdw	
59887	/m/0n4kxfx	
59888	/m/0gbxlnj	
59889	/m/080kj31	
59890	/m/09xymj	
59891	/m/03qcmdx	
59892	/m/0gbxxzr	
59893	/m/018ptv	
59894	/m/0n4kxdc	
59895	/m/06knc0	
59896	/m/0dl63vj	
59897	/m/0dl63rc	
59898	/m/0gfg5gc	
59899	/m/0cbqnxr	
59900	/m/0yfp	Praemium Imperiale,Pulitzer Prize for Drama,Jerusalem Prize,Kennedy Center Honors,Princess of Asturias Literary Prize,Primetime Emmy Award for Outstanding Writing for a Miniseries, Movie or a Dramatic Special,Berlin Prize,National Medal of Arts,Tony Award for Best Play,Tony Award for Best Play,Jefferson Lecture,Laurence Olivier Award for Best New Play,St. Louis Literary Award,Tony Award for Best Author,Tony Award for Best Author,honorary doctor of the University of Madrid Complutense,Evelyn F. Burkey Award,star on Playwrights' Sidewalk,PEN/Laura Pels International Foundation for Theater Award,Four Freedoms Award – Freedom of Speech
59901	/m/068y9r	Theatre World Award
59902	/m/0cxr2z	Theatre World Award
59903	/m/0hzhln2	Officer of Arts and Letters
59904	/m/02qzzy4	Danish Dramatics' Honorary Award,Teaterpokalen,Teaterkatten,Knight of the 1st Class of the Order of the Dannebrog,Reumert prize
59905	/m/0cg4_nb	Premi Memorial Margarida Xirgu
59906	/m/07xkz7	Laurence Olivier Award,Drama Desk Awards,Obie Award
59907	/m/0hhv_b_	Premios Ondas
59908	/m/026spdh	Order of the Republic,State Appreciation Award
59909	/m/0mz0mv2	
59910	/m/04w4zc	
59911	/m/041q6h	
59912	/m/0gbz1gv	
59913	/m/034jts	
59914	/m/0g59pfy	
59915	/m/04q02z8	
59916	/m/0gc297_	
59917	/m/0hzhlm3	
59918	/m/02693bt	
59919	/m/0j38h8t	
59920	/m/0jvh681	
59921	/m/0h1qw8t	
59922	/m/0gcm0ct	
59923	/m/026r99y	
59924	/m/0hj5pqx	
59925	/m/02rf2mp	
59926	/m/0gc0y52	
59927	/m/0gch55d	
59928	/m/03m7937	
59929	/m/0gcj18l	
59930	/m/0gdmmx1	
59931	/m/0274zyk	
59932	/m/0jvh695	
59933	/m/09bjyl	
59934	/m/03yjb_	
59935	/m/0n49xw7	
59936	/m/0gj4mhl	
59937	/m/0gdl2dd	
59938	/m/0hzhlpn	
59939	/m/0gcc3qg	
59940	/m/0gdk226	
59941	/m/0b3w_7r	
59942	/m/0gby1m8	
59943	/m/026k7f3	
59944	/m/0jvh68m	
59945	/m/03hjngq	
59946	/m/0gbwswh	
59947	/m/0c21n_	
59948	/m/0hzhlnn	
59949	/m/0gdlb8t	
59950	/m/0gcxls4	
59951	/m/0gcr53t	
59952	/m/08tw5m	
59953	/m/0gcr540	
59954	/m/0gm79w8	
59955	/m/02vplcw	
59956	/m/04p4l0	
59957	/m/08g2sl	
59958	/m/0gdknxt	
59959	/m/0n4chw4	
59960	/m/07kjd3	
59961	/m/03hh6bw	
59962	/m/0cldzm	
59963	/m/0gdllh_	
59964	/m/0gdmktm	
59965	/m/0ck4_pw	
59966	/m/0ck4_pj	
59967	/m/0284sm2	
59968	/m/034dq9	
59969	/m/0hnsvqn	
59970	/m/0dncly	
59971	/m/0gc03pf	
59972	/m/0gc383n	
59973	/m/0274mqg	
59974	/m/0gbxh_t	
59975	/m/0gcxpgc	
59976	/m/0h1qwbj	
59977	/m/0n4c7lm	
59978	/m/07km7s	
59979	/m/0hzhlky	
59980	/m/0693th	
59981	/m/0j_gs7	
59982	/m/0jv72n	
59983	/m/0n4bspz	
59984	/m/0gb_ybs	
59985	/m/0gcgh00	
59986	/m/0gcp70t	
59987	/m/027y1zx	
59988	/m/0h25yrq	
59989	/m/0j2cc_4	
59990	/m/0n3t0d0	
59991	/m/0gb_69y	
59992	/m/0gc369p	
59993	/m/08hpfj	
59994	/m/0ck4_q6	
59995	/m/0hzhllj	
59996	/m/0gc9dqs	
59997	/m/0gm79v6	
59998	/m/025w4wm	
59999	/m/0gcr547	
60000	/m/03gq433	Time 100,Vevo,Young Artist Awards,BET Awards
60001	/m/02q1zvk	Konex Award
60002	/m/01kfbgq	Gold Medal of Merit in the Fine Arts,Ordem do Mérito Cultural,Commander of the Order of Prince Henry,Prêmio da Música Brasileira
60003	/m/0181lj	Latin Grammy Award for Record of the Year,Latin Grammy Award for Best Singer-Songwriter Album,Latin Grammy Award for Best Singer-Songwriter Album,Latin Grammy Award for Best Singer-Songwriter Album,Ordem do Mérito Cultural,Latin Recording Academy Person of the Year,honorary doctorate of the University of Salamanca,Prêmio da Música Brasileira,Commander of the Order of Prince Henry
60004	/m/0bfwj9	Elan d'or Award for Newcomer of the Year,Golden Arrow Award
60005	/m/02qgz97	Silver Medal for Merit to Culture – Gloria Artis,Bronze Cross of Merit
60006	/m/02f6sj	Order of Merit,National Dance Awards,Queen Elizabeth II Coronation Award,Knight of the Legion of Honour,Commander of the Order of the British Empire,Companion of Honour,commander of the Order of the Dannebrog
60007	/m/02z1bwq	Member of the Order of Canada
60008	/m/0gdkxsg	
60009	/m/0h3x9nj	
60010	/m/0f4pc6	
60011	/m/03hjrdv	
60012	/m/04vky2	
60013	/m/0bzw_rw	
60014	/m/0gcm_b_	
60015	/m/0cl4tbq	
60016	/m/04_2wz5	
60017	/m/0jjxgrf	
60018	/m/0gc29tn	
60019	/m/06w2xyc	
60020	/m/0gfq71y	
60021	/m/02pvt1_	
60022	/m/0gc3mh6	
60023	/m/02wbjkq	
60024	/m/0gj40v5	
60025	/m/0bggknn	
60026	/m/05k5pzb	
60027	/m/0gc07ky	
60028	/m/04v90r	
60029	/m/0gdkhf2	
60030	/m/09l29t	
60031	/m/0bggkny	
60032	/m/05zwbmx	
60033	/m/0gfq74y	
60034	/m/096xt4	
60035	/m/0gfq72y	
60036	/m/0gcfs6_	
60037	/m/02pt96d	
60038	/m/0gxjjdy	
60039	/m/0gcn972	
60040	/m/0fy6fm	
60041	/m/01n3cs	
60042	/m/0k8726	
60043	/m/04zl373	
60044	/m/04zl36f	
60045	/m/0gc344k	
60046	/m/0jtbbf	
60047	/m/02rnsdd	
60048	/m/0bggkp9	
60049	/m/03d2fr3	
60050	/m/0dm7jd	
60051	/m/0gc9llz	
60052	/m/03wbmf0	
60053	/m/05bhjwq	
60054	/m/09ds7fj	
60055	/m/09gb620	
60056	/m/0287jyr	
60057	/m/0jyjq1	
60058	/m/03rt93	
60059	/m/0cjlt0	
60060	/m/0jtbbm	
60061	/m/0c8hpv	
60062	/m/0gc33t6	
60063	/m/072_q8	
60064	/m/0g9kmjf	
60065	/m/04zl36s	
60066	/m/0gc669n	
60067	/m/0gbzhsv	
60068	/m/0cj0trc	
60069	/m/042n8g	
60070	/m/0bggkq0	
60071	/m/03gsjv	
60072	/m/0gdl4zy	
60073	/m/0gc3fyc	
60074	/m/0gc92dv	
60075	/m/0cm8sry	
60076	/m/04ktsh7	
60077	/m/0bggkpl	
60078	/m/0gc0v3q	
60079	/m/0d887r	
60080	/m/04clc34	
60081	/m/0dv3t7	
60082	/m/0bggkpt	
60083	/m/04f_7w_	
60084	/m/0g8nbtx	
60085	/m/0gc38ys	
60086	/m/0k872d	
60087	/m/04pvsy	
60088	/m/0h6bwhr	
60089	/m/0f60l7	
60090	/m/0gb_xrd	
60091	/m/0bdkfn	
60092	/m/043fvc	
60093	/m/0g07jd	
60094	/m/0gbx0zr	
60095	/m/0gc2lwb	
60096	/m/0gfq74c	
60097	/m/0gyz2l1	
60098	/m/01qfmjy	
60099	/m/04zl37g	
60100	/m/038fhj	Kammersänger,Litteris et Artibus,Medal for the advancement of the musical arts,Svenska grammofonpriset,Knight of the Legion of Honour,Hovsångare,Commandeur des Arts et des Lettres,Enrico Caruso Award
60101	/m/05sxt0d	Zbigniew Cybulski Award,Medal for Merit to Culture,Zasłużony Działacz Kultury,Knight of the Order of Polonia Restituta
60102	/m/0dnvc2	Medal with Purple Ribbon
60103	/m/0n3lxw4	Commandeur des Arts et des Lettres
60104	/m/0b9ylf	star on Hollywood Walk of Fame
60105	/m/0bz6yqg	"Grand Cross of the Order of Polonia Restituta,Medal for Merit to Culture,Medal of the National Education Commission,Knight of the Order of Polonia Restituta,Officer of the Order of Polonia Restituta,Badge of the 1000th anniversary of the Polish State,Honorary badge ""For Merits for Warsaw"",Bronze Medal of Merit for National Defence"
60106	/m/09ydvw	Young Artist Award for Best Performance in a Feature Film - Young Ensemble Cast
60107	/m/0mzxyl6	Zasłużony Działacz Kultury,Silver Medal for Merit to Culture – Gloria Artis
60108	/m/0mzy3c2	Zasłużony Działacz Kultury,Knight of the Order of Polonia Restituta,Gold Cross of Merit
60109	/m/0c0483c	Medal of the 10th Anniversary of People's Poland
60110	/m/0c0483t	"Knight of the Order of Polonia Restituta,Honorary badge ""For Merits for Warsaw"",Gold Cross of Merit"
60111	/m/0gbz2cf	Silver Cross of Merit
60112	/m/03hh6j	
60113	/m/0gcmw0g	
60114	/m/0gc2rr1	
60115	/m/03m9q0y	
60116	/m/0n3mcbp	
60117	/m/0gc5wd_	
60118	/m/0gcd9bf	
60119	/m/0cfgny	
60120	/m/04n628b	
60121	/m/0mzy7hn	
60122	/m/0n3lxnr	
60123	/m/02h7x4r	
60124	/m/0dd668	
60125	/m/03cjsq9	
60126	/m/09v7887	
60127	/m/01vrj2k	
60128	/m/07_phr	
60129	/m/0jjxgs0	
60130	/m/0kryyg	
60131	/m/0g4w3jg	
60132	/m/0n3mfm2	
60133	/m/0gc02wq	
60134	/m/0kqxh8z	
60135	/m/07t7lnc	
60136	/m/0fpjjl4	
60137	/m/0k7htb	
60138	/m/0k7htk	
60139	/m/0gbzr7k	
60140	/m/0k7hsz	
60141	/m/0n3mby0	
60142	/m/0kqxf8z	
60143	/m/0gd5l5w	
60144	/m/0n3mgpn	
60145	/m/0g4w3jn	
60146	/m/0gc709c	
60147	/m/0gc6pf1	
60148	/m/0mzyhn6	
60149	/m/0mzz3s_	
60150	/m/0c0484m	
60151	/m/0mzywrd	
60152	/m/06wbpln	
60153	/m/07p4zgp	
60154	/m/0gqshm	
60155	/m/0kqxq6h	
60156	/m/0gdk92p	
60157	/m/07t7ln0	
60158	/m/0fjtb0	
60159	/m/03jycj	
60160	/m/04gw98f	
60161	/m/0jjxgq0	
60162	/m/03xptc3	
60163	/m/0k52pb	
60164	/m/09s7n0	
60165	/m/071yph	
60166	/m/03500t	
60167	/m/0k7htr	
60168	/m/0n3lwjx	
60169	/m/0gc0d1c	
60170	/m/04grl14	
60171	/m/0c04840	
60172	/m/0mzwxzh	
60173	/m/0cr7s6f	
60174	/m/0kqxgdl	
60175	/m/0gg9r63	
60176	/m/07p4zj7	
60177	/m/04nxfq	
60178	/m/0c04847	
60179	/m/01xpycj	
60180	/m/0gcj44c	
60181	/m/0gc0rc9	
60182	/m/0jjxgsm	
60183	/m/04ydvvz	
60184	/m/0kry_q	
60185	/m/0kqxgdy	
60186	/m/0kqxk3r	
60187	/m/0jjxgpf	
60188	/m/0ck2d7d	
60189	/m/0dm6s2	
60190	/m/0gc31np	
60191	/m/0jjxgp1	
60192	/m/0mzzdbk	
60193	/m/0c04834	
60194	/m/0c0483l	
60195	/m/0k7hty	
60196	/m/0kqxk44	
60197	/m/0c5xmf	
60198	/m/0479dxg	
60199	/m/0j8vy3z	
60200	/m/02khqq	Victory of the album revelation of the year
60201	/m/0cw8k6	Theatre World Special Award
60202	/m/071gt5	Asia's Most Influential Taiwan,Asia's Most Influential Taiwan
60203	/m/02qsgnh	Golden Arrow Award
60204	/m/056g03	
60205	/m/0gbwjqh	
60206	/m/0gbwjp6	
60207	/m/05djch	
60208	/m/0h_0fm8	
60209	/m/0gb5v8m	
60210	/m/0k822x	
60211	/m/0g9qqpr	
60212	/m/0gbzg53	
60213	/m/01vv126	
60214	/m/01wp5c5	
60215	/m/0gc6bvk	
60216	/m/0kxbc	
60217	/m/03xl77	
60218	/m/0h_0flq	
60219	/m/0c5fbr	
60220	/m/0gbx0d9	
60221	/m/0283624	
60222	/m/0jx5md	
60223	/m/0gczng3	
60224	/m/0k822l	
60225	/m/0cp9_fm	
60226	/m/0cp9_gc	
60227	/m/0c1lzvt	
60228	/m/0h_0dgk	
60229	/m/0gxmyb5	
60230	/m/0gc4sv3	
60231	/m/0ch1tt	
60232	/m/026f647	
60233	/m/0gwwhyb	
60234	/m/0h_0dff	
60235	/m/0g9_yfq	
60236	/m/0cp9_g5	
60237	/m/08pywjx	
60238	/m/06kdsf	
60239	/m/0gb27m_	
60240	/m/0g9qqn_	
60241	/m/0gcxjtn	
60242	/m/09v5cwp	
60243	/m/07k9fp3	
60244	/m/09ztdr8	
60245	/m/02wqrh	
60246	/m/027n3r9	
60247	/m/0g9qqpc	
60248	/m/0gcntyb	
60249	/m/0gcz4l3	
60250	/m/0jskqwc	
60251	/m/08pywjd	
60252	/m/04r4yj	
60253	/m/0jyq08	
60254	/m/0gxmybs	
60255	/m/09z8m0y	
60256	/m/06w7vg8	
60257	/m/02x6x_h	
60258	/m/0fn85h	
60259	/m/08pywhx	
60260	/m/0cp9_dz	
60261	/m/04ybj_h	
60262	/m/0gc0wnp	
60263	/m/0gynj85	
60264	/m/0gc535f	
60265	/m/0cp9_f_	
60266	/m/0g9qqq3	
60267	/m/0gbxq1m	
60268	/m/0gc5cb0	
60269	/m/0jyq0g	
60270	/m/0fpds4g	
60271	/m/0gwwhy_	
60272	/m/0g9qqp5	
60273	/m/01wknvs	
60274	/m/04_1q2j	
60275	/m/0gcn6wf	
60276	/m/0m0f0wy	
60277	/m/05l9qz	
60278	/m/0cp9_ft	
60279	/m/02f1kd	
60280	/m/0dgns_6	
60281	/m/0gc34jy	
60282	/m/0gc229x	
60283	/m/0g9qqqd	
60284	/m/0g9k5_w	
60285	/m/0g9qqpk	
60286	/m/0jskpwh	
60287	/m/0gc1rk3	
