	freebase_ids	nominations
105	/m/0bd62lc	Jameson People's Choice Award for Best Actress
106	/m/015wmt	Academy Award for Best Actor,Academy Award for Best Supporting Actor
107	/m/018qbn	Academy Award for Best Actress
108	/m/01bwgr	Academy Award for Best Original Dramatic Score
109	/m/026ccts	Academy Award for Best Supporting Actor,Academy Award for Best Cinematography,Academy Award for Best Costume Design,Academy Award for Best Production Design,Academy Award for Best Sound,Academy Award for Best Original Musical Score
110	/m/047q7xf	International Submission to the Academy Awards
111	/m/04yc5nd	International Submission to the Academy Awards
112	/m/047m_z2	Academy Award for Best Documentary (Short Subject)
113	/m/02w41jc	
114	/m/0bhbzbr	
115	/m/0kvbmd	
116	/m/05p0zkv	
117	/m/09v6_q1	
118	/m/06_y54c	
119	/m/0kv80y	
120	/m/04rjwf	
121	/m/0dgrk23	
122	/m/0g08ws	
123	/m/0h95z9x	
124	/m/04mnqv6	
125	/m/09hngs	
126	/m/0h54gth	
127	/m/043j2x	
128	/m/02z3p78	
129	/m/05fb20v	
130	/m/05p3428	
131	/m/09gnwkp	
132	/m/05v5ws	
133	/m/027d9tv	
134	/m/09yd9c	
135	/m/0jwy73v	
136	/m/02x6tkq	
137	/m/04f1_g9	
138	/m/0h3wy16	
139	/m/0gh6n43	
140	/m/0cnxjzx	
141	/m/0b6dn1z	
142	/m/03cbvzw	
143	/m/0crj1f3	
144	/m/04jkr54	
145	/m/03wggk7	
146	/m/0g1yx5	
147	/m/0bvx7h	
148	/m/0br_wmf	
149	/m/07sb8_t	
150	/m/04n2zzq	
151	/m/0bf0hf	
152	/m/0hndjzb	
153	/m/02qq3mb	
154	/m/02z63mv	
155	/m/04j0jtp	
156	/m/0djbd6g	
157	/m/04y7q1b	
158	/m/0h9562r	
159	/m/0j3h2kb	
160	/m/0479c20	
161	/m/08_f1r	
162	/m/04cx2r5	
163	/m/027_08f	
164	/m/06qv1c	
165	/m/0gy0rwv	
166	/m/04jfr7g	
167	/m/0h_9kln	
168	/m/0gm34c	
169	/m/0cz9fjr	
170	/m/02qcf9g	
171	/m/0286kkz	
172	/m/03d57tv	
173	/m/0gynvg5	
174	/m/0h_92lt	
175	/m/02rpz18	
176	/m/0h541q3	
177	/m/09vnx57	
178	/m/02vr6k0	
179	/m/0bh97tj	
180	/m/0kv7ps	
181	/m/03nrw6d	
182	/m/07vz8r	
183	/m/03cbkd2	
184	/m/06zrc_8	
185	/m/07jwzw	
186	/m/0b4f1s	
187	/m/02qkn7c	
188	/m/0cm89jx	
189	/m/06wbrsg	
190	/m/0g9wcrn	
191	/m/0g5sf9m	
192	/m/0k0hkgm	
193	/m/09pgd14	
194	/m/02w5vj3	
195	/m/09kzfd	
196	/m/064kyn2	
197	/m/05j038	
198	/m/0286_1d	
199	/m/07k8x7p	
200	/m/0p_sc	Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Supporting Actor,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Film Editing,Academy Award for Best Original Score
201	/m/0ds11z	Academy Award for Best Actor,Academy Award for Best Costume Design,Academy Award for Best Production Design
202	/m/01_mdl	Academy Award for Best Film Editing,Academy Award for Best Original Score,Academy Award for Best Sound
203	/m/0kvfd1	Palme d'Or
204	/m/09vv2_n	Academy Award for Best Original Score,Academy Award for Best Story
205	/m/04yfw36	International Submission to the Academy Awards
206	/m/0523g9d	Academy Award for Best Documentary (Short Subject)
207	/m/04f57qz	International Submission to the Academy Awards
208	/m/0b447t7	
209	/m/0jsc_	
210	/m/0270xln	
211	/m/06sg2t	
212	/m/0d_2j2	
213	/m/027r3dp	
214	/m/0cnxf8t	
215	/m/03h4h5p	
216	/m/02w8t1b	
217	/m/0gw_sxm	
218	/m/05k3q8	
219	/m/05mr7x1	
220	/m/05mvk68	
221	/m/0ds6j9_	
222	/m/03d76w1	
223	/m/0bb_l75	
224	/m/0120g4	
225	/m/01lqzr	
226	/m/0gyvxfl	
227	/m/02qy2q7	
228	/m/0g19zh	
229	/m/05zp19b	
230	/m/04j0c3_	
231	/m/0jwwwz2	
232	/m/04j1_9j	
233	/m/067p6m	
234	/m/0gfrkw7	
235	/m/04zyk2s	
236	/m/04mzmq8	
237	/m/03c0sm7	
238	/m/025cm9	
239	/m/0gtvj4d	
240	/m/07385y	
241	/m/0gh6h9x	
242	/m/047sc75	
243	/m/07kbmgf	
244	/m/0gp9cs	
245	/m/0hnbsyf	
246	/m/05f9k7r	
247	/m/0ggbmh0	
248	/m/047t_lv	
249	/m/02rp4qv	
250	/m/094x3b	
251	/m/0gj6pd	
252	/m/0g6kwp	
253	/m/07k7p1q	
254	/m/0882lf	
255	/m/0cgs9r4	
256	/m/0cnx37f	
257	/m/03cfpw2	
258	/m/04j2242	
259	/m/01xlqd	
260	/m/0dlm0sz	
261	/m/03h15dp	
262	/m/0fp_576	
263	/m/0g59khw	
264	/m/064n1xv	
265	/m/027rvrw	
266	/m/0bghc4	
267	/m/03h0ghv	
268	/m/05pchb8	
269	/m/03cn6hr	
270	/m/05q6jgk	
271	/m/076w7md	
272	/m/0djfnq	
273	/m/043qtrq	
274	/m/08m1s2	
275	/m/09v460	
276	/m/0b4bp1l	
277	/m/02qmrx5	
278	/m/08xfy_	
279	/m/0g5rqxx	
280	/m/0b777gn	
281	/m/04gjk6_	
282	/m/04zw7qc	
283	/m/0dlm9db	
284	/m/0917bx	
285	/m/0j3c4kr	
286	/m/0gp9cf	
287	/m/0cz8rml	
288	/m/0c3lr0	
289	/m/0g2q1q	
290	/m/0d_ng1	
291	/m/03qmssn	
292	/m/0dbfgz	
293	/m/05dpjl	
294	/m/0c037x9	
295	/m/03c_p7d	
296	/m/0g9z2v0	
297	/m/0g5qgd2	
298	/m/0b24ld	
299	/m/0gjd7dp	
300	/m/0bhgphj	Academy Award for Best Live Action Short Film
301	/m/016z5x	Academy Award for Best Actor,Academy Award for Best Production Design,Academy Award for Best Original Score
302	/m/01dh6f	Academy Award for Best Actress
303	/m/0463ncn	Academy Award for Best Film Editing,Academy Award for Best Sound,Academy Award for Best Cinematography, Black-and-White,Academy Award for Best Special Effects
304	/m/04m0gv	Academy Award for Best International Feature Film,International Submission to the Academy Awards
305	/m/0b_lj9b	European Film Award for Best Supporting Actress,International Submission to the Academy Awards
306	/m/0bj5037	Academy Award for Best Original Musical Score
307	/m/0gp4pz	
308	/m/0gg6hp6	
309	/m/04j0kr8	
310	/m/04gnwd2	
311	/m/03m9z58	
312	/m/05b5q_n	
313	/m/051yy2f	
314	/m/04j35n6	
315	/m/0gxncj8	
316	/m/07s81gr	
317	/m/0bh9t6p	
318	/m/03cn0rs	
319	/m/0h1gj9k	
320	/m/0b6kpmq	
321	/m/01j5x_	
322	/m/0j42hrc	
323	/m/03d7wmt	
324	/m/09v8jfd	
325	/m/0ds9z09	
326	/m/0c41tt3	
327	/m/0gf8mz8	
328	/m/027b5c1	
329	/m/07s7_c0	
330	/m/02w8rhv	
331	/m/02w9pbl	
332	/m/04ybcks	
333	/m/05m_4m6	
334	/m/09gkn8b	
335	/m/0b_zwy4	
336	/m/07rf_1	
337	/m/0j9n5v7	
338	/m/01jtxq	
339	/m/0h_f28l	
340	/m/0k0dxfx	
341	/m/0j272x6	
342	/m/027yjkd	
343	/m/0ds31zh	
344	/m/0kv17w	
345	/m/02x5kcd	
346	/m/03h08vb	
347	/m/0j9n8zq	
348	/m/02r553z	
349	/m/03gxj7d	
350	/m/09k695y	
351	/m/0db2z1	
352	/m/0b74vn	
353	/m/061nbd	
354	/m/03hmbm9	
355	/m/03cg8fj	
356	/m/0gkss5y	
357	/m/0f_17k	
358	/m/0b8rp_	
359	/m/0gysbv4	
360	/m/02pk0wv	
361	/m/0ft_c9	
362	/m/07p15p	
363	/m/05zkfkf	
364	/m/0czkzx	
365	/m/04z2kf	
366	/m/03gr8yf	
367	/m/027xtwf	
368	/m/02rz0fs	
369	/m/09rfs9q	
370	/m/0f3s6h	
371	/m/0kv7sv	
372	/m/051yg_8	
373	/m/07m7j8	
374	/m/04ldc1b	
375	/m/06_y8td	
376	/m/02w1_pf	
377	/m/0b6yhq2	
378	/m/05zp8vw	
379	/m/0gh8bdp	
380	/m/0bbr0sm	
381	/m/04zy_f7	
382	/m/03gw63h	
383	/m/05znvsh	
384	/m/02pvqww	
385	/m/04j1p15	
386	/m/0401sg	
387	/m/06hp9q	
388	/m/05c4c72	
389	/m/0h1fzpv	
390	/m/07s4ql2	
391	/m/08p40j7	
392	/m/02639tg	
393	/m/0jt0qkp	
394	/m/0crtb7j	
395	/m/03mhfqj	
396	/m/0b4y0r	
397	/m/05nkn9	
398	/m/0dlm629	
399	/m/07kg7s3	
400	/m/0c1p3	Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Actor,Academy Award for Best Story,Academy Award for Best Sound
401	/m/05sy5dr	Academy Award for Best Actress
402	/m/095kx7	Academy Award for Best Documentary Feature Film
403	/m/0k47y	Academy Award for Best Original Dramatic Score
404	/m/0c4fjm	Academy Award for Best Original Dramatic Score
405	/m/027b_lp	AACTA Award for Best Actress in a Supporting Role,AACTA Award for Best Production Design,AACTA Award for Best Sound
406	/m/04zy_fy	Academy Award for Best Documentary (Short Subject)
407	/m/0djywn8	International Submission to the Academy Awards
408	/m/0617_4	
409	/m/09k7nps	
410	/m/0j_7d9h	
411	/m/07kbj2s	
412	/m/0dk_zf	
413	/m/07ts2f	
414	/m/0hgqnx6	
415	/m/0cvh_c	
416	/m/09k6mnp	
417	/m/026b79y	
418	/m/0bmhglz	
419	/m/02rdpgp	
420	/m/03gzskn	
421	/m/026jvpd	
422	/m/05222wb	
423	/m/07s7rx2	
424	/m/04j2ftt	
425	/m/0cnxmjr	
426	/m/03hq88	
427	/m/0gvvs3k	
428	/m/0fk60h	
429	/m/04y6hf1	
430	/m/0kvbs2	
431	/m/0kv7pd	
432	/m/0b42bk	
433	/m/096rnf	
434	/m/09vv2_y	
435	/m/080k_tj	
436	/m/05mrgyy	
437	/m/05b4ncx	
438	/m/05zlkcx	
439	/m/0g5sly2	
440	/m/052172r	
441	/m/0crf0rp	
442	/m/03cnkmw	
443	/m/04k12v	
444	/m/0g9yq64	
445	/m/02w28mv	
446	/m/06zjwmh	
447	/m/02vpjr8	
448	/m/03cp9pv	
449	/m/0j_324m	
450	/m/0k992wk	
451	/m/05f9pzw	
452	/m/04j2ft8	
453	/m/09v9ywt	
454	/m/06s6m_	
455	/m/0bmbq75	
456	/m/03wc5v0	
457	/m/0dgqlc1	
458	/m/01ncbn6	
459	/m/027nccj	
460	/m/02q9jx_	
461	/m/06_yd1q	
462	/m/0d_csz	
463	/m/0bfzz0	
464	/m/0kvbsw	
465	/m/05zmwh6	
466	/m/0286qw2	
467	/m/06_yd16	
468	/m/07s90cc	
469	/m/04zz4c7	
470	/m/03qhx0c	
471	/m/09dl0l	
472	/m/0ddd6gs	
473	/m/04jdmpy	
474	/m/0kv1zb	
475	/m/04lgqkp	
476	/m/0kv9kh	
477	/m/06lnkr	
478	/m/066j_j	
479	/m/0g9ycs0	
480	/m/05zkfk2	
481	/m/03m3zmd	
482	/m/03nx6f8	
483	/m/02w2ywg	
484	/m/02rnyyt	
485	/m/03nqf7n	
486	/m/03ctywl	
487	/m/0cn2s5	
488	/m/0drz263	
489	/m/05246np	
490	/m/0gg4rcr	
491	/m/03yc76n	
492	/m/02qjr0p	
493	/m/0hzp0wh	
494	/m/09fgyt	
495	/m/03ymxmv	
496	/m/04m_q2v	
497	/m/0crc6ns	
498	/m/0524s71	
499	/m/02vnj6h	
500	/m/0b6qmg	International Submission to the Academy Awards
501	/m/0g9wdmc	Academy Award for Best Actress,Academy Award for Best Makeup and Hairstyling,European Film Award – People's Choice Award for Best European Film
502	/m/05jyrf	Academy Award for Best Animated Short Film
503	/m/04_17wp	Academy Award for Best Documentary Feature Film
504	/m/0b13hz	International Submission to the Academy Awards
505	/m/0hhs6yp	International Submission to the Academy Awards
506	/m/08zkct	Golden Raspberry Award for Worst Actor
507	/m/0g58r53	
508	/m/051w_vb	
509	/m/0bmh28z	
510	/m/04yg1fk	
511	/m/03qdzcf	
512	/m/06w7l0s	
513	/m/0807778	
514	/m/0bs1p_v	
515	/m/04ct5bk	
516	/m/06_yckp	
517	/m/04yf0qx	
518	/m/0hr535b	
519	/m/0kvgjd	
520	/m/04j0z21	
521	/m/0hrbdng	
522	/m/026hfp8	
523	/m/0kv2ly	
524	/m/0crs5bt	
525	/m/04rq8l	
526	/m/05b_rv_	
527	/m/0gkjmf	
528	/m/02pnx7c	
529	/m/0g8p65k	
530	/m/0g9v_0p	
531	/m/02r4288	
532	/m/04yfsw8	
533	/m/045hxr	
534	/m/05b35lt	
535	/m/05sxb6	
536	/m/0c01jp5	
537	/m/064qcjv	
538	/m/03npxc	
539	/m/0b6qmv	
540	/m/05szq8z	
541	/m/0gmds_9	
542	/m/04xzt0	
543	/m/04068_w	
544	/m/0cp13g0	
545	/m/0dgp_sx	
546	/m/068xdw	
547	/m/03m6vb2	
548	/m/0287gvq	
549	/m/07s5qhf	
550	/m/0bb_jr	
551	/m/03121d	
552	/m/0gk_rh_	
553	/m/027z39j	
554	/m/02py6p6	
555	/m/03qh_mj	
556	/m/0h80x5	
557	/m/05220ql	
558	/m/03cfwb2	
559	/m/05zmg39	
560	/m/0dgj9m	
561	/m/0h39yl	
562	/m/04j03bn	
563	/m/026mh5j	
564	/m/0bdwr5	
565	/m/04j04vq	
566	/m/06_yck7	
567	/m/069dl1	
568	/m/0bmjlqc	
569	/m/02ptq_6	
570	/m/07kwyt	
571	/m/027x4qz	
572	/m/03nt_q7	
573	/m/064nwxp	
574	/m/0gfdj0w	
575	/m/026vnlf	
576	/m/03_m_1	
577	/m/0gg7w4q	
578	/m/0280lhm	
579	/m/0gh7g5s	
580	/m/04zz4cy	
581	/m/0cs0w8k	
582	/m/04j32f2	
583	/m/026ktnx	
584	/m/02w6ldz	
585	/m/0h3pq8x	
586	/m/04993j	
587	/m/0bdgm4	
588	/m/04jkvq7	
589	/m/04q31n1	
590	/m/0gjct08	
591	/m/0g9ypwc	
592	/m/0h09nh	
593	/m/04f1k_q	
594	/m/0b5vsy	
595	/m/04n5hd2	
596	/m/034f7w	
597	/m/04gng15	
598	/m/02qwsng	
599	/m/06wmyc	
600	/m/07l50_1	Academy Award for Best Actor
601	/m/0gzfhh	Golden Raspberry Award for Worst Actress
602	/m/0652hq	Academy Award for Best International Feature Film,International Submission to the Academy Awards
603	/m/060__7	Academy Award for Best Cinematography
604	/m/0c9jj9	Golden Raspberry Award for Worst Prequel, Remake, Rip-off or Sequel
605	/m/0dn17z	Academy Award for Best Cinematography, Color
606	/m/051_7dt	Academy Award for Best Art Direction, Black and White,Academy Award for Best Original Dramatic or Comedy Score
607	/m/0jws9y2	International Submission to the Academy Awards
608	/m/0kv2l4	
609	/m/0dvdlf	
610	/m/0h1gv84	
611	/m/02801ry	
612	/m/0by1xrt	
613	/m/02pr22c	
614	/m/03hh8c4	
615	/m/0ff79r	
616	/m/027xs8k	
617	/m/0dlmyyq	
618	/m/071y5q	
619	/m/0fph2t0	
620	/m/045rsk	
621	/m/067rlq	
622	/m/0kv804	
623	/m/058q8s	
624	/m/04jcb4k	
625	/m/05b268g	
626	/m/04gt36q	
627	/m/0c3tkft	
628	/m/04q257s	
629	/m/0cwvf3	
630	/m/04f_27g	
631	/m/0jt0y_r	
632	/m/03cy3md	
633	/m/0bmf535	
634	/m/05c3q8c	
635	/m/0gdt5f	
636	/m/0g7889	
637	/m/0h18g1b	
638	/m/0h3skpq	
639	/m/02pwbyx	
640	/m/09thsq	
641	/m/03cg5qs	
642	/m/09v3b9w	
643	/m/09v4kv1	
644	/m/02rdwrv	
645	/m/0h66h0p	
646	/m/0kv3jx	
647	/m/04zxcwj	
648	/m/02rf6q4	
649	/m/0gtx9zh	
650	/m/0h94_ry	
651	/m/0cz9fqw	
652	/m/02rl3k7	
653	/m/0k0qd6w	
654	/m/0h74xd	
655	/m/0h3r5f3	
656	/m/040280	
657	/m/026474r	
658	/m/02qms_7	
659	/m/064q4vh	
660	/m/02vz0y9	
661	/m/0cc9sj1	
662	/m/0hrb264	
663	/m/0h0ylf	
664	/m/05zptkl	
665	/m/03gtyp3	
666	/m/02wywht	
667	/m/05fbcvt	
668	/m/0b6msm0	
669	/m/0j3g2jk	
670	/m/07kgp1w	
671	/m/0hzm_x1	
672	/m/0j24jlc	
673	/m/03cg5q2	
674	/m/0h1cbks	
675	/m/0crh665	
676	/m/0dd9ljf	
677	/m/0kv3j3	
678	/m/0c02d3k	
679	/m/06zsxx8	
680	/m/0g8bhz	
681	/m/0dsb9n0	
682	/m/04ygt38	
683	/m/0dhh3h	
684	/m/05b_726	
685	/m/04mw1fm	
686	/m/0b6qm3	
687	/m/05sz3w0	
688	/m/04gq9wm	
689	/m/0gfp88	
690	/m/07s4t6f	
691	/m/0gjdp3n	
692	/m/02r4xq0	
693	/m/02q550m	
694	/m/02vzx00	
695	/m/0b77n5c	
696	/m/02991z	
697	/m/02zblr6	
698	/m/07s52n0	
699	/m/0b6jx5_	
700	/m/0cq7kw	Academy Award for Best Actor,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Film Editing,Academy Award for Best Sound,Academy Award for Best Cinematography, Color,Academy Award for Best Costume Design, Color,Academy Award for Best Art Direction, Color,Academy Award for Best Score, Adaptation or Treatment,Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Supporting Actor,Academy Award for Best Supporting Actress
701	/m/023p33	Academy Award for Best Sound,Academy Award for Best Original Musical Score
702	/m/03dwzc	Academy Award for Best Sound
703	/m/051zsnx	Academy Award for Best Documentary (Short Subject)
704	/m/0kvb07	European Film Award for Best Short Film
705	/m/05zr62d	International Submission to the Academy Awards
706	/m/03cgcph	
707	/m/03c0vqz	
708	/m/0bs1_hx	
709	/m/06_ybc3	
710	/m/0crzp9h	
711	/m/07k4ypc	
712	/m/026q_s8	
713	/m/0bpnbl	
714	/m/03m5fv7	
715	/m/04d2jm	
716	/m/02x8n08	
717	/m/02806zq	
718	/m/0288l_g	
719	/m/02q05ty	
720	/m/04q6ps8	
721	/m/04g0krd	
722	/m/047n81_	
723	/m/026h68f	
724	/m/09gj_hn	
725	/m/02ps1lg	
726	/m/09g68dr	
727	/m/0crdc2c	
728	/m/026_5m2	
729	/m/07mlsy	
730	/m/07ykkx5	
731	/m/0gh6hbl	
732	/m/0j663ps	
733	/m/0dgp3km	
734	/m/026f_k5	
735	/m/0gx0nrh	
736	/m/07kd77x	
737	/m/064w9b	
738	/m/0h5576w	
739	/m/0ds8rrl	
740	/m/0j45c3h	
741	/m/03rpzz	
742	/m/0czdh1j	
743	/m/0gtxz05	
744	/m/0f3xhp	
745	/m/0fq0dd3	
746	/m/0hzr9h0	
747	/m/04jf8mw	
748	/m/047th9v	
749	/m/0gg8f4l	
750	/m/0ds35pq	
751	/m/09gp46z	
752	/m/0gj8gbn	
753	/m/0273d78	
754	/m/0j27v4j	
755	/m/04ld_ch	
756	/m/026607l	
757	/m/0dm9b7	
758	/m/0hgpxb3	
759	/m/0281l5m	
760	/m/02r4bg6	
761	/m/051_4zf	
762	/m/0464hw5	
763	/m/0djsk0	
764	/m/0h805gn	
765	/m/05t022w	
766	/m/09v5fbh	
767	/m/05wd_0	
768	/m/02x46vd	
769	/m/043py3c	
770	/m/0h_dhx4	
771	/m/03nsc64	
772	/m/03gvzxy	
773	/m/02pw05g	
774	/m/03np63f	
775	/m/05sxl0x	
776	/m/0j26pb_	
777	/m/0fbrd7	
778	/m/0ckr_w	
779	/m/06nmwj	
780	/m/041620c	
781	/m/04q8x2d	
782	/m/0hgn46t	
783	/m/03gtxrx	
784	/m/06_ybcx	
785	/m/0bbd8tp	
786	/m/0cnx71t	
787	/m/0520dkz	
788	/m/0287pm9	
789	/m/04jjktx	
790	/m/0fpggm1	
791	/m/047b7yb	
792	/m/02q35ds	
793	/m/06_ybcj	
794	/m/08wf8d	
795	/m/027hx6p	
796	/m/06w658c	
797	/m/0crfd83	
798	/m/0cdnkz	
799	/m/04jr3z	
800	/m/064nfm2	César Award for Best Actress
801	/m/01l0jh	Academy Award for Best Story,Academy Award for Best Original Musical Score
802	/m/06_461	Academy Award for Best International Feature Film,International Submission to the Academy Awards
803	/m/027cvvr	Academy Award for Best Live Action Short Film
804	/m/05b_1rc	International Submission to the Academy Awards
805	/m/05zs7rr	European Film Award for Best Short Film
806	/m/07s7ql5	International Submission to the Academy Awards
807	/m/063zs7z	International Submission to the Academy Awards
808	/m/04zx_bp	Academy Award for Best Documentary (Short Subject)
809	/m/026k70d	
810	/m/0jt9q8j	
811	/m/0412wd2	
812	/m/0jkxw_8	
813	/m/04yc5nr	
814	/m/06zrlwc	
815	/m/036z4q	
816	/m/0gg9_b9	
817	/m/05zyn93	
818	/m/0k8xt82	
819	/m/025z5dw	
820	/m/05f4nyh	
821	/m/09mtx1	
822	/m/09_rj4	
823	/m/03c3048	
824	/m/0d3vw_	
825	/m/02vpp9c	
826	/m/02pyxxd	
827	/m/043qglw	
828	/m/0bbz4tk	
829	/m/0j2b9zg	
830	/m/0hqzt6p	
831	/m/0gfhc13	
832	/m/04f_wj4	
833	/m/05zj4mp	
834	/m/0490_m	
835	/m/0bz3jx	
836	/m/0fq00gq	
837	/m/0kvb4f	
838	/m/0d9j9b	
839	/m/0crc1zq	
840	/m/0h3szt6	
841	/m/09gplxp	
842	/m/0h98td6	
843	/m/03d780k	
844	/m/0kvbhy	
845	/m/02z71_1	
846	/m/06_y946	
847	/m/0h1hpq0	
848	/m/05c4_y9	
849	/m/0kvbhk	
850	/m/07s83qp	
851	/m/0hn9t9p	
852	/m/027ngfy	
853	/m/02pyxxr	
854	/m/0gj91w_	
855	/m/047c6gn	
856	/m/052_sxm	
857	/m/04yftbt	
858	/m/071ndp	
859	/m/0kv68r	
860	/m/0j65872	
861	/m/03c5zcj	
862	/m/0h73_g	
863	/m/04lghfb	
864	/m/07k4jw0	
865	/m/025j92	
866	/m/02qkk0c	
867	/m/0hr7b9d	
868	/m/04cth_t	
869	/m/0j637s9	
870	/m/0cv9vk1	
871	/m/0fyj8w	
872	/m/02r8_4y	
873	/m/0h44yf	
874	/m/027h46q	
875	/m/0dnrcd	
876	/m/0gw_pc6	
877	/m/06w2rd_	
878	/m/05z_mbp	
879	/m/0h3m16l	
880	/m/04n4y_d	
881	/m/0g9zmry	
882	/m/0gwyfgb	
883	/m/05ms767	
884	/m/02ry4b8	
885	/m/0kv68c	
886	/m/043jt7q	
887	/m/0415dvr	
888	/m/0fqhv9	
889	/m/0by1wkq	
890	/m/0fds50	
891	/m/0gfxs9	
892	/m/03csv6x	
893	/m/027pfhy	
894	/m/02q90hw	
895	/m/096nrt	
896	/m/06zpz8f	
897	/m/02x03wz	
898	/m/0crv7_0	
899	/m/0dn94_	
900	/m/0kb57	Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Sound,Academy Award for Best Cinematography, Black-and-White,Academy Award for Best Original Dramatic or Comedy Score,Academy Award for Best Picture,Academy Award for Best Actress,Academy Award for Best Actor,Academy Award for Best Film Editing,Academy Award for Best Story,Academy Award for Best Art Direction, Black and White,Academy Award for Best Special Effects
901	/m/03qhs4f	Academy Award for Best Live Action Short Film
902	/m/04647kh	Academy Award for Best Live Action Short Film
903	/m/03rf3z	Academy Award for Best Writing, Original Screenplay
904	/m/016ks5	Academy Award for Best Actor
905	/m/0dstt0	Golden Raspberry Award for Worst New Star,Golden Raspberry Award for Worst Actress,Golden Raspberry Award for Worst Supporting Actor,Golden Raspberry Award for Worst Director,Golden Raspberry Award for Worst Picture
906	/m/047tmd3	Academy Award for Best Documentary (Short Subject)
907	/m/015gl2	Academy Award for Best Actress,Academy Award for Best Actor
